,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
10,1051,0,284,"Harry is not furry. Harry is kind. Harry is red. Harry is rough. Harry is not round. Harry is smart. Harry is white. All kind, furry people are white. If someone is rough and not round then they are not furry. Kind people are smart. If someone is white then they are smart. If someone is red then they are rough. If someone is round then they are not rough. If Harry is furry then Harry is kind. All furry, rough people are red.",Harry is smart.,True,OWA,train,0,AttNeg-OWA-D0-4408,0,7,8,0,1,proof,[(triple6 OR ((triple2) -> rule3) OR ((triple7) -> rule4))],"1. Kind(Harry)
2. Not Furry(Harry)
3. Red(Harry)
4. Rough(Harry)
5. Not Round(Harry)
6. Smart(Harry)
7. White(Harry)
","1. IF Kind(people) THEN White(people)
2. IF Not Round(person) THEN Not Furry(person)
3. IF Smart(person) THEN White(person)
4. IF White(person) THEN Smart(person)
5. IF Red(person) THEN Rough(person)
6. IF Rough(person) THEN Not Furry(person)
7. IF Furry(Harry) THEN Kind(Harry)
8. IF Furry(person) AND Rough(person) THEN Red(person)
","1. Kind(Harry)
2. Not Furry(Harry)
3. Red(Harry)
4. Rough(Harry)
5. Not Round(Harry)
6. Smart(Harry)
7. White(Harry)
","1. Smart(Harry)
",True,False
11,16879,0,1175,"Anne is blue. Anne is nice. Bob is blue. Bob is round. Dave is kind. Dave is not nice. Erin is nice. If someone is white then they are kind. If Anne is not round then Anne is not kind. If someone is round and not blue then they are not white. All nice, round people are rough. All blue people are nice. If someone is kind and smart then they are nice. If someone is nice and not white then they are not smart. If someone is rough then they are not smart.",Dave is kind.,True,OWA,train,3,AttNeg-OWA-D3-1698,3,7,8,0,1,proof,[(triple5)],"1. Blue(Anne)
2. Nice(Anne)
3. Blue(Bob)
4. Round(Bob)
5. Kind(Dave)
6. Not Nice(Dave)
7. Nice(Erin)
","1. IF White(someone) THEN Kind(someone)
2. IF Not Round(Anne) THEN Not Kind(Anne)
3. IF Round(someone) AND Not Blue(someone) THEN Not White(someone)
4. IF Nice(person) AND Round(person) THEN Rough(person)
5. IF Blue(person) THEN Nice(person)
6. IF Kind(person) AND Smart(person) THEN Nice(person)
7. IF Nice(person) AND Not White(person) THEN Not Smart(person)
8. IF Rough(person) THEN Not Smart(person)
","1. Blue(Anne)
2. Nice(Anne)
3. Blue(Bob)
4. Round(Bob)
5. Kind(Dave)
6. Not Nice(Dave)
7. Nice(Erin)
","1. Kind(Dave)
",True,False
12,39913,0,1901,"Anne is not blue. Anne is cold. Charlie is cold. Fiona is cold. Fiona is rough. Harry is blue. Harry is not nice. Big, cold things are not white. If something is cold and not blue then it is big. If something is red and not white then it is rough. Red things are rough. If something is big and not white then it is nice. All white things are not nice. If something is white and not blue then it is nice. Nice things are red.",Harry is blue.,True,OWA,train,5,AttNeg-OWA-D5-151,5,7,8,0,1,proof,[(triple6)],"1. Not(Anne, Blue)
2. Cold(Anne)
3. Cold(Charlie)
4. Cold(Fiona)
5. Rough(Fiona)
6. Blue(Harry)
7. Not(Harry, Nice)
","1. IF Not White(thing), THEN Not Nice(thing)
2. IF Cold(thing) AND Not Blue(thing), THEN Big(thing)
3. IF Not White(thing) AND Not Blue(thing), THEN Rough(thing)
4. IF Red(thing) AND Not White(thing), THEN Nice(thing)
5. IF Big(thing) AND Not White(thing), THEN Nice(thing)
6. IF White(thing), THEN Not Nice(thing)
7. IF Blue(thing), THEN Nice(thing)
","1. Not(Anne, Blue)
2. Cold(Anne)
3. Cold(Charlie)
4. Cold(Fiona)
5. Rough(Fiona)
6. Blue(Harry)
7. Not(Harry, Nice)
8. NOTHING
","1. Blue(Harry)
",True,False
13,14281,0,3840,"Bob is not big. Bob is blue. Bob is not green. Bob is not round. Bob is smart. Bob is not white. Erin is blue. All blue, young things are not white. If something is blue and round then it is white. If something is round and not smart then it is young. All white, young things are big. If Erin is blue and Erin is young then Erin is green. If Erin is big then Erin is white. All young things are round. Green things are round.",Bob is not green.,True,OWA,test,0,AttNeg-OWA-D0-3812,0,7,8,0,1,proof,[(triple3)],"1. Not Big(Bob)
2. Blue(Bob)
3. Not Green(Bob)
4. Not Round(Bob)
5. Smart(Bob)
6. Not White(Bob)
7. Blue(Erin)
","1. IF Blue(thing) AND Young(thing) THEN Not White(thing)
2. IF Blue(thing) AND Round(thing) THEN White(thing)
3. IF Round(thing) AND Not Smart(thing) THEN Young(thing)
4. IF White(thing) AND Big(thing) THEN thing IS Green(Erin)
5. IF Blue(Erin) AND Young(Erin) THEN Green(Erin)
6. IF Big(Erin) THEN White(Erin)
7. IF Young(thing) THEN Round(thing)
8. IF Green(thing) THEN Round(thing)
","1. Not Big(Bob)
2. Blue(Bob)
3. Not Green(Bob)
4. Not Round(Bob)
5. Smart(Bob)
6. Not White(Bob)
7. Blue(Erin)
8. NOTHING.
","1. Not(Bob, Green)
",False,True
14,1735,0,470,"Gary is big. Gary is cold. Gary is furry. Gary is kind. Gary is not quiet. Gary is round. Gary is young. Big, kind people are cold. If someone is big and not kind then they are cold. If someone is young and not kind then they are cold. All quiet people are cold. Kind people are cold. If someone is furry and not big then they are not cold. If someone is cold and not quiet then they are young. All round, kind people are furry.",Gary is young.,True,OWA,dev,0,AttNeg-OWA-D0-2684,0,7,8,0,1,proof,[(triple7 OR ((triple2 triple5) -> rule7) OR ((((triple4) -> rule5) triple5) -> rule7) OR ((((triple1 triple4) -> rule1) triple5) -> rule7))],"1. Big(Gary)
2. Cold(Gary)
3. Furry(Gary)
4. Kind(Gary)
5. Not Quiet(Gary)
6. Round(Gary)
7. Young(Gary)
","1. IF Big(person) AND Kind(person) THEN Cold(person)
2. IF Not Big(person) OR Not Kind(person) THEN Cold(person)
3. IF Young(person) OR Not Kind(person) THEN Cold(person)
4. IF Quiet(person) THEN Cold(person)
5. IF Kind(person) THEN Cold(person)
6. IF Not Furry(person) THEN Not Cold(person)
7. IF Furry(person) AND Not Big(person) THEN Not Cold(person)
8. IF Cold(person) AND Young(person) THEN Not Cold(person)
9. IF Round(person) AND Kind(person) THEN Furry(person)
","1. Big(Gary)
2. Cold(Gary)
3. Furry(Gary)
4. Kind(Gary)
5. Not Quiet(Gary)
6. Round(Gary)
7. Young(Gary)
8. NOTHING
","1. Young(Gary)
",True,False
15,22599,0,6121,Fiona is blue. Fiona is furry. Fiona is quiet. Fiona is red. Fiona is rough. Fiona is white. Fiona is not young. All young things are blue. All red things are not young. If Fiona is blue then Fiona is not young. If something is furry and quiet then it is red. If something is quiet and young then it is furry. If something is young and rough then it is quiet. If Fiona is furry then Fiona is white. If Fiona is red and Fiona is not furry then Fiona is white.,Fiona is red.,True,OWA,train,0,AttNeg-OWA-D0-4106,0,7,8,0,1,proof,[(triple4 OR ((triple2 triple3) -> rule4))],"1. Blue(Fiona)
2. Furry(Fiona)
3. Quiet(Fiona)
4. Red(Fiona)
5. Rough(Fiona)
6. White(Fiona)
7. Not Young(Fiona)
","1. IF Young(thing) THEN Blue(thing)
2. IF Not Young(thing) THEN Red(thing)
3. IF Blue(Fiona) THEN Not Young(Fiona)
4. IF Furry(thing) AND Quiet(thing) THEN Red(thing)
5. IF Quiet(thing) AND Young(thing) THEN Furry(thing)
6. IF Young(thing) AND Rough(thing) THEN Quiet(thing)
7. IF Furry(Fiona) THEN White(Fiona)
8. IF Red(Fiona) AND Not Furry(Fiona) THEN White(Fiona)
","1. Blue(Fiona)
2. Furry(Fiona)
3. Quiet(Fiona)
4. Red(Fiona)
5. Rough(Fiona)
6. White(Fiona)
7. Not Young(Fiona)
8. NOTHING.
","1. Red(Fiona)
",True,False
16,53205,0,14376,"Bob is blue. Bob is kind. Bob is red. Bob is round. Bob is young. Dave is cold. Dave is young. Kind people are cold. If someone is kind then they are cold. If Bob is big and Bob is not red then Bob is not blue. All cold people are kind. All blue, kind people are round. All red people are round. If someone is cold and not kind then they are not blue. Cold, red people are blue.",Bob is round.,True,OWA,train,0,AttNeg-OWA-D0-2660,1,7,8,0,1,proof,[(triple4 OR ((triple3) -> rule6) OR ((triple1 triple2) -> rule5) OR ((((((triple2) -> rule1) triple3) -> rule8) triple2) -> rule5) OR ((((((triple2) -> rule2) triple3) -> rule8) triple2) -> rule5))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
","1. IF Kind(people) THEN Cold(people)
2. IF Big(Bob) AND NotRed(Bob) THEN NotBlue(Bob)
3. IF Cold(person) AND Kind(person) THEN Blue(person)
4. IF Blue(person) AND Red(person) THEN Round(person)
5. IF Cold(person) AND NotKind(person) THEN NotBlue(person)
6. IF Cold(person) AND Red(person) THEN Blue(person)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. NOTHING
","1. Round(Bob)
",False,False
17,21125,0,2730,"Anne is cold. Erin is rough. Fiona is big. Fiona is blue. Fiona is cold. Fiona is quiet. Fiona is rough. If something is quiet and furry then it is cold. All rough things are not furry. All furry, rough things are blue. Quiet things are blue. If something is quiet and not cold then it is green. If something is furry then it is big. If something is quiet and not cold then it is not big. If something is rough and not furry then it is big.",Fiona is quiet.,True,OWA,train,1,AttNeg-OWA-D1-1422,2,7,8,0,1,proof,[(triple6)],"1. Cold(Anne)
2. Rough(Erin)
3. Big(Fiona)
4. Blue(Fiona)
5. Cold(Fiona)
6. Quiet(Fiona)
7. Rough(Fiona)
","1. IF Quiet(thing) AND Furry(thing) THEN Cold(thing)
2. IF Not Furry(thing) THEN Not Blue(thing)
3. IF Furry(thing) AND Rough(thing) THEN Blue(thing)
4. IF Quiet(thing) THEN Green(thing)
5. IF Not Furry(thing) THEN Big(thing)
6. IF Rough(thing) THEN Big(thing)
","1. Cold(Anne)
2. Rough(Erin)
3. Big(Fiona)
4. Blue(Fiona)
5. Cold(Fiona)
6. Quiet(Fiona)
7. Rough(Fiona)
8. NOTHING
","1. Quiet(Fiona)
",True,False
18,41931,0,11345,Charlie is cold. Charlie is furry. Charlie is kind. Charlie is red. Charlie is smart. Charlie is white. Charlie is young. If something is smart and furry then it is red. If Charlie is kind and Charlie is smart then Charlie is red. If something is red and kind then it is white. If something is kind then it is white. All kind things are furry. If Charlie is white then Charlie is cold. All kind things are young. All cold things are young.,Charlie is kind.,True,OWA,train,0,AttNoneg-OWA-D0-3952,0,7,8,0,1,proof,[(triple3)],"1. Cold(Charlie)
2. Furry(Charlie)
3. Kind(Charlie)
4. Red(Charlie)
5. Smart(Charlie)
6. White(Charlie)
7. Young(Charlie)
","1. IF Smart(thing) AND Furry(thing) THEN Red(thing)
2. IF Kind(Charlie) AND Smart(Charlie) THEN Red(Charlie)
3. IF Red(thing) AND Kind(thing) THEN White(thing)
4. IF Kind(thing) THEN White(thing)
5. IF Furry(thing) THEN Red(thing)
6. IF White(Charlie) THEN Cold(Charlie)
7. IF Young(thing) THEN Cold(thing)
","1. Cold(Charlie)
2. Furry(Charlie)
3. Kind(Charlie)
4. Red(Charlie)
5. Smart(Charlie)
6. White(Charlie)
7. Young(Charlie)
8. NOTHING
","1. Kind(Charlie)
",True,False
19,19891,0,5380,"Gary is big. Gary is blue. Gary is cold. Gary is not quiet. Gary is red. Gary is smart. Gary is not young. Big people are red. All big people are red. If someone is red and not cold then they are smart. If Gary is red then Gary is blue. Quiet, red people are not big. All smart people are big. All smart, quiet people are blue. If someone is red and not cold then they are not blue.",Gary is blue.,True,OWA,train,0,AttNeg-OWA-D0-4665,0,7,8,0,1,proof,[(triple2 OR ((triple5) -> rule4) OR ((((triple1) -> rule1)) -> rule4) OR ((((triple1) -> rule2)) -> rule4) OR ((((((triple6) -> rule6)) -> rule1)) -> rule4) OR ((((((triple6) -> rule6)) -> rule2)) -> rule4))],"1. Big(Gary)
2. Blue(Gary)
3. Cold(Gary)
4. Not Quiet(Gary)
5. Red(Gary)
6. Smart(Gary)
7. Young(Gary)
","1. IF Red(person) THEN Blue(person)
2. IF Big(person) THEN Red(person)
3. IF Not Cold(person) THEN Smart(person)
4. IF Red(Gary) THEN Blue(Gary)
5. IF Quiet(person) THEN Not Big(person)
6. IF Smart(person) THEN Big(person)
7. IF Red(person) AND Not Cold(person) THEN Not Blue(person)
","1. Big(Gary)
2. Blue(Gary)
3. Cold(Gary)
4. Not Quiet(Gary)
5. Red(Gary)
6. Smart(Gary)
7. Young(Gary)
8. NOTHING
","1. Blue(Gary)
",True,False
