,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
224,52225,8,2484,"Anne is quiet. Anne is smart. Dave is furry. Erin is green. Erin is smart. Gary is furry. Gary is quiet. Red people are furry. Smart, green people are big. If someone is round and red then they are smart. If someone is furry then they are big. All furry people are smart. If someone is big then they are red. Round, green people are big. If someone is furry and green then they are round. Red, round people are quiet.",Erin is round.,True,OWA,train,5,AttNoneg-OWA-D5-1201,5,7,9,4,7,proof,[(((((((((triple5 triple4) -> rule2)) -> rule6)) -> rule1) triple4) -> rule8))],"1. Quiet(Anne)
2. Smart(Anne)
3. Furry(Dave)
4. Green(Erin)
5. Smart(Erin)
6. Furry(Gary)
7. Quiet(Gary)
","1. IF Furry(person) THEN Big(person)
2. IF Smart(person) THEN Big(person)
3. IF Round(person) AND Red(person) THEN Smart(person)
4. IF Furry(person) THEN Big(person)
5. IF Big(person) THEN Red(person)
6. IF Furry(person) THEN Smart(person)
7. IF Green(person) THEN Furry(person)
8. IF Round(person) AND Green(person) THEN Furry(person)
9. IF Big(person) THEN Quiet(person)
","1. Quiet(Anne)
2. Smart(Anne)
3. Furry(Dave)
4. Green(Erin)
5. Smart(Erin)
6. Furry(Gary)
7. Quiet(Gary)
8. NOTHING.
","1. Round(Erin)
",False,False
225,29473,8,1407,"Anne is young. Bob is nice. Bob is not smart. Charlie is young. Fiona is kind. Fiona is nice. Fiona is not young. All young, kind people are smart. Young, nice people are kind. All young people are nice. If Fiona is kind then Fiona is red. If someone is round and not kind then they are red. If someone is red and not kind then they are round. If Charlie is cold then Charlie is red. If Anne is round and Anne is not nice then Anne is smart. Smart, nice people are cold.",Anne is cold.,True,OWA,train,5,AttNeg-OWA-D5-1232,5,7,9,4,9,proof,[(((((triple1 ((triple1 ((triple1) -> rule3)) -> rule2)) -> rule1) ((triple1) -> rule3)) -> rule9))],"1. Young(Anne)
2. Nice(Bob)
3. Not Smart(Bob)
4. Young(Charlie)
5. Kind(Fiona)
6. Nice(Fiona)
7. Not Young(Fiona)
","1. IF Young(people) AND Kind(people) THEN Smart(people)
2. IF Young(people) AND Nice(people) THEN Kind(people)
3. IF Young(people) THEN Nice(people)
4. IF Kind(Fiona) THEN Red(Fiona)
5. IF Round(person) AND Not Kind(person) THEN Red(person)
6. IF Red(person) AND Not Kind(person) THEN Round(person)
7. IF Cold(Charlie) THEN Red(Charlie)
8. IF Round(Anne) AND Not Nice(Anne) THEN Smart(Anne)
9. IF Nice(people) AND Smart(people) THEN Cold(people)
","1. Young(Anne)
2. Nice(Bob)
3. Not Smart(Bob)
4. Young(Charlie)
5. Kind(Fiona)
6. Nice(Fiona)
7. Not Young(Fiona)
8. NOTHING.
","1. Cold(Anne)
",False,False
226,3477,8,167,The cat is rough. The cat does not see the tiger. The cow sees the cat. The cow sees the tiger. The squirrel eats the tiger. The squirrel is kind. The tiger sees the squirrel. If the cow chases the squirrel and the tiger does not see the cow then the tiger is red. Big people are rough. If someone chases the cat then the cat does not chase the tiger. Kind people are big. If the cat is red then the cat eats the tiger. If someone sees the cat then the cat is red. If someone is kind and they chase the tiger then the tiger does not chase the squirrel. If someone sees the squirrel and the squirrel is rough then they are kind. If someone eats the cow and they are not red then the cow does not eat the squirrel.,The tiger is big.,True,OWA,train,5,RelNeg-OWA-D5-69,5,7,9,4,6,proof,[(((((triple7 ((((triple6) -> rule4)) -> rule2)) -> rule8)) -> rule4))],"1. Rough(Cat)
2. See(Cat, Tiger)
3. See(Cow, Tiger)
4. Eat(Squirrel, Tiger)
5. Kind(Squirrel)
6. See(Tiger, Squirrel)
","1. IF Chase(cow, squirrel) AND NotSee(tiger), THEN Red(tiger)
2. IF Big(person) THEN Rough(person)
3. IF Chase(person, cat) THEN CatDoesNotChase(tiger)
4. IF Kind(person) THEN Big(person)
5. IF Red(cat) THEN Eat(tiger)
6. IF See(cat) THEN Red(cat)
7. IF Chase(person, tiger) THEN TigerDoesNotChase(squirrel)
8. IF See(squirrel) AND Rough(squirrel), THEN Kind(person)
9. IF Eat(cow) AND NotRed(cow), THEN CowDoesNotEat(squirrel)
","1. Rough(Cat)
2. See(Cat, Tiger)
3. See(Cow, Tiger)
4. Eat(Squirrel, Tiger)
5. Kind(Squirrel)
6. See(Tiger, Squirrel)
7. NOTHING
","1. Big(Tiger)
",False,False
227,2327,8,107,"Anne is red. Bob is furry. Charlie is not cold. Charlie is quiet. Charlie is red. Charlie is young. Fiona is red. If Charlie is furry then Charlie is not cold. All red people are quiet. If someone is white and cold then they are quiet. If Fiona is young and Fiona is red then Fiona is quiet. If Bob is young and Bob is furry then Bob is round. All white, quiet people are not furry. All cold people are young. Round people are red. Furry people are cold.",Bob is red.,True,OWA,test,5,AttNeg-OWA-D5-719,5,7,9,4,6,proof,[(((((((((triple2) -> rule9)) -> rule7) triple2) -> rule5)) -> rule8))],"1. Red(Anne)
2. Furry(Bob)
3. Not Cold(Charlie)
4. Quiet(Charlie)
5. Red(Charlie)
6. Young(Charlie)
7. Red(Fiona)
","1. IF Furry(Charlie) THEN NOT Cold(Charlie)
2. ALL Red(people) THEN Quiet(people)
3. IF Cold(someone) THEN Quiet(someone)
4. IF Young(Fiona) AND Red(Fiona) THEN Quiet(Fiona)
5. IF Young(Bob) AND Furry(Bob) THEN Round(Bob)
6. IF White(people) AND Quiet(people) THEN NOT Furry(people)
7. IF Cold(person) THEN Young(person)
8. IF Round(person) THEN Red(person)
9. IF Furry(person) THEN Cold(person)
","1. Red(Anne)
2. Furry(Bob)
3. Not Cold(Charlie)
4. Quiet(Charlie)
5. Red(Charlie)
6. Young(Charlie)
7. Red(Fiona)
8. NOTHING
","1. Red(Bob)
",False,False
228,16549,8,791,"Anne is not blue. Anne is white. Bob is rough. Erin is blue. Erin is white. Fiona is red. Fiona is rough. All red, blue people are rough. If Bob is rough then Bob is not white. If Bob is red then Bob is white. All blue, young people are red. Blue people are young. Rough, young people are furry. If Bob is big then Bob is furry. All furry, white people are big. If someone is red and not young then they are big.",Erin is furry.,True,OWA,train,5,AttNeg-OWA-D5-455,5,7,9,4,9,proof,[(((((((triple4 ((triple4) -> rule5)) -> rule4) triple4) -> rule1) ((triple4) -> rule5)) -> rule6))],"1. Not(Anne, Blue)
2. White(Anne)
3. Rough(Bob)
4. Blue(Erin)
5. White(Erin)
6. Red(Fiona)
7. Rough(Fiona)
","1. IF Red(person) AND Blue(person) THEN Rough(person)
2. IF Rough(Bob) THEN Not White(Bob)
3. IF Red(Bob) THEN White(Bob)
4. IF Blue(person) AND Young(person) THEN Red(person)
5. IF Blue(person) THEN Young(person)
6. IF Rough(person) AND Young(person) THEN Furry(person)
7. IF Big(person) THEN Furry(person)
8. IF Red(person) AND Not Young(person) THEN Big(person)
","1. Not(Anne, Blue)
2. White(Anne)
3. Rough(Bob)
4. Blue(Erin)
5. White(Erin)
6. Red(Fiona)
7. Rough(Fiona)
","1. Furry(Erin)
",False,False
229,23963,8,1143,"Anne is blue. Dave is red. Dave is smart. Fiona is blue. Fiona is cold. Fiona is kind. Gary is blue. If Anne is blue then Anne is kind. If Anne is cold and Anne is quiet then Anne is red. Quiet, red things are cold. All young things are red. If something is blue and smart then it is red. Kind things are young. Quiet things are young. All cold, young things are blue. Red, kind things are quiet.",Anne is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1163,5,7,9,4,7,proof,[(((((((((triple1) -> rule1)) -> rule6)) -> rule4) ((triple1) -> rule1)) -> rule9))],"1. Blue(Anne)
2. Red(Dave)
3. Smart(Dave)
4. Blue(Fiona)
5. Cold(Fiona)
6. Kind(Fiona)
7. Blue(Gary)
","1. IF Blue(Anne) THEN Kind(Anne)
2. IF Cold(Anne) AND Quiet(Anne) THEN Red(Anne)
3. IF Quiet(thing) AND Red(thing) THEN Cold(thing)
4. IF Young(thing) THEN Red(thing)
5. IF Smart(thing) THEN Red(thing)
6. IF Blue(thing) AND Kind(thing) THEN Red(thing)
7. IF Kind(thing) THEN Young(thing)
8. IF Cold(thing) AND Young(thing) THEN Blue(thing)
9. IF Red(thing) AND Kind(thing) THEN Quiet(thing)
","1. Blue(Anne)
2. Red(Dave)
3. Smart(Dave)
4. Blue(Fiona)
5. Cold(Fiona)
6. Kind(Fiona)
7. Blue(Gary)
8. NOTHING
","1. Quiet(Anne)
",False,False
230,1457,8,67,The bald eagle does not need the mouse. The bear does not eat the bald eagle. The bear eats the tiger. The mouse chases the bald eagle. The mouse eats the bear. The mouse is round. The tiger eats the bear. If something is round then it chases the bear. If something eats the bear and it does not need the bald eagle then it chases the bear. If something chases the bear then it needs the tiger. If something chases the mouse and the mouse is red then it does not eat the bald eagle. If something is red then it does not eat the bald eagle. If something is round and it needs the tiger then the tiger is round. If something needs the bald eagle then it is not red. If something needs the bald eagle and the bald eagle eats the tiger then the tiger eats the mouse. If something is round and it does not eat the mouse then it does not need the mouse.,The tiger chases the bear.,True,OWA,test,5,RelNeg-OWA-D5-206,5,7,9,4,6,proof,[(((((triple6 ((((triple6) -> rule1)) -> rule3)) -> rule6)) -> rule1))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Eat(Bear, Tiger)
5. Chase(Mouse, BaldEagle)
6. Eat(Mouse, Bear)
7. Round(Mouse)
8. Eat(Tiger, Bear)
","1. IF Round(x) THEN ChasesBear(x)
2. IF EatsBear(x) AND DoesNotNeedBaldEagle(x) THEN ChasesBear(x)
3. IF ChasesBear(x) THEN NeedsTiger(x)
4. IF EatsMouse(x) AND Red(mouse) THEN DoesNotEatBaldEagle(x)
5. IF Red(x) THEN DoesNotEatBaldEagle(x)
6. IF Round(x) AND NeedsTiger(x) THEN TigerRound(x)
7. IF NeedsBaldEagle(x) THEN NotRed(x)
8. IF EatsBaldEagle(x) AND NeedsTiger(x) THEN TigerEatsMouse(x)
9. IF Round(x) AND DoesNotEatMouse(x) THEN DoesNotNeedMouse(x)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Eat(Bear, Tiger)
5. Chase(Mouse, BaldEagle)
6. Eat(Mouse, Bear)
7. Round(Mouse)
8. Eat(Tiger, Bear)
","1. Chase(Tiger)
",False,True
231,28869,8,1378,"Charlie is blue. Dave is blue. Dave is red. Dave is young. Fiona is big. Fiona is red. Gary is green. Blue people are round. All green people are blue. White people are big. If someone is green and white then they are big. If someone is round then they are white. If Dave is big then Dave is red. If Fiona is green and Fiona is blue then Fiona is young. Green, big people are not red. If Charlie is green and Charlie is not white then Charlie is big.",Gary is big.,True,OWA,train,5,AttNeg-OWA-D5-1089,5,7,9,4,5,proof,[(((((((((triple7) -> rule2)) -> rule1)) -> rule5)) -> rule3) OR ((triple7 ((((((triple7) -> rule2)) -> rule1)) -> rule5)) -> rule4))],"1. Blue(Charlie)
2. Blue(Dave)
3. Red(Dave)
4. Young(Dave)
5. Big(Fiona)
6. Red(Fiona)
7. Green(Gary)
","1. IF Blue(people) THEN Round(people)
2. IF Green(people) THEN Blue(people)
3. IF White(people) THEN Big(people)
4. IF Green(person) AND White(person) THEN Big(person)
5. IF Round(person) THEN White(person)
6. IF Big(Dave) THEN Red(Dave)
7. IF Green(Fiona) AND Blue(Fiona) THEN Young(Fiona)
8. IF Green(person) AND Big(person) THEN NotRed(person)
9. IF Green(Charlie) AND NOT White(Charlie) THEN Big(Charlie)
","1. Blue(Charlie)
2. Blue(Dave)
3. Red(Dave)
4. Young(Dave)
5. Big(Fiona)
6. Red(Fiona)
7. Green(Gary)
8. NOTHING.
","1. Big(Gary)
",False,False
232,35305,8,1686,"Anne is round. Dave is young. Erin is red. Erin is rough. Fiona is big. Fiona is rough. Fiona is round. Rough, kind people are red. Round people are young. If someone is cold then they are round. If someone is cold then they are rough. If someone is young then they are big. If Anne is big and Anne is cold then Anne is rough. If someone is kind then they are round. All round, big people are kind. If someone is kind then they are rough.",Anne is rough.,True,OWA,train,5,AttNoneg-OWA-D5-1008,5,7,9,4,6,proof,[(((((triple1 ((((triple1) -> rule2)) -> rule5)) -> rule8)) -> rule9))],"1. Round(Anne)
2. Young(Dave)
3. Red(Erin)
4. Rough(Erin)
5. Big(Fiona)
6. Rough(Fiona)
7. Round(Fiona)
","1. IF Rough(people) THEN Kind(people)
2. IF Young(people) THEN Big(people)
3. IF Cold(people) THEN Round(people)
4. IF Cold(people) THEN Rough(people)
5. IF Big(people) THEN Kind(people)
6. IF Kind(people) THEN Rough(people)
","1. Round(Anne)
2. Young(Dave)
3. Red(Erin)
4. Rough(Erin)
5. Big(Fiona)
6. Rough(Fiona)
7. Round(Fiona)
8. NOTHING
","1. Rough(Anne)
",False,False
233,2593,8,121,"Anne is green. Anne is young. Charlie is blue. Charlie is green. Charlie is white. Dave is white. Erin is white. If Dave is kind and Dave is white then Dave is blue. If someone is white then they are nice. If someone is white then they are nice. All nice, green people are young. If someone is green then they are quiet. Nice people are kind. If Dave is blue then Dave is white. If Anne is nice and Anne is not white then Anne is green. If Dave is white and Dave is blue then Dave is green.",Dave is green.,True,OWA,dev,5,AttNeg-OWA-D5-523,5,7,9,4,7,proof,[(((triple6 ((((((triple6) -> rule2)) -> rule6) triple6) -> rule1)) -> rule9) OR ((triple6 ((((((triple6) -> rule3)) -> rule6) triple6) -> rule1)) -> rule9))],"1. Green(Anne)
2. Young(Anne)
3. Blue(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. White(Dave)
7. White(Erin)
","1. IF Kind(Dave) AND White(Dave) THEN Blue(Dave)
2. IF White(Person) THEN Nice(Person)
3. IF White(Person) THEN Nice(Person)
4. IF Cute(Person) THEN Nice(Person)
5. IF Cute(Person) AND Rough(Person) THEN Nice(Person)
6. IF Good(People) THEN Nice(People)
7. IF Blue(Dave) THEN White(Dave)
8. IF Nice(Anne) AND Not White(Anne) THEN Green(Anne)
9. IF White(Dave) AND Blue(Dave) THEN Green(Dave)
","1. Green(Anne)
2. Young(Anne)
3. Blue(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. White(Dave)
7. White(Erin)
8. NOTHING.
","1. Green(Dave)
",False,False
234,3827,8,180,The bald eagle is young. The cow sees the mouse. The cow visits the mouse. The mouse is cold. The mouse visits the bald eagle. The squirrel needs the mouse. The squirrel sees the bald eagle. If something needs the mouse then it sees the squirrel. If something visits the cow and the cow visits the mouse then it needs the mouse. If something needs the cow then it visits the bald eagle. If something visits the bald eagle and it sees the cow then it is young. If something is cold then it sees the cow. If the mouse is kind then the mouse needs the squirrel. If something visits the bald eagle and it needs the bald eagle then it visits the cow. If something is young then it needs the bald eagle. If the cow is round then the cow is cold.,The mouse visits the cow.,True,OWA,test,5,RelNoneg-OWA-D5-37,6,7,9,4,7,proof,[(((triple5 ((((triple5 ((triple4) -> rule5)) -> rule4)) -> rule8)) -> rule7))],"1. Young(Bald Eagle)
2. See(Cow, Mouse)
3. Visit(Cow, Mouse)
4. Cold(Mouse)
5. Visit(Mouse, Bald Eagle)
6. Need(Squirrel, Mouse)
7. See(Squirrel, Bald Eagle)
","1. IF Need(mouse) THEN See(squirrel)
2. IF Visit(x) AND Visit(cow) THEN Need(mouse)
3. IF Need(cow) THEN Visit(bald eagle)
4. IF See(bald eagle) AND Young(bald eagle) THEN Need(cow)
5. IF Cold(x) THEN See(cow)
6. IF Kind(mouse) THEN Need(squirrel)
7. IF Visit(x) AND Need(bald eagle) THEN Visit(cow)
8. IF Young(x) THEN Need(bald eagle)
9. IF Round(cow) THEN Cold(cow)
","1. Young(Bald Eagle)
2. See(Cow, Mouse)
3. Visit(Cow, Mouse)
4. Cold(Mouse)
5. Visit(Mouse, Bald Eagle)
6. Need(Squirrel, Mouse)
7. See(Squirrel, Bald Eagle)
8. NOTHING
","1. Visit(Mouse, Cow)
",False,False
235,66247,8,3154,"Anne is rough. Charlie is not rough. Dave is big. Dave is green. Fiona is green. Fiona is round. Fiona is white. All red people are white. If Dave is kind then Dave is white. If Fiona is white then Fiona is red. All white, red people are kind. If Dave is big then Dave is red. Kind, big people are red. White, red people are green. Rough people are round. All kind people are rough.",Dave is rough.,True,OWA,train,5,AttNeg-OWA-D5-115,5,7,9,4,7,proof,[(((((((((triple3) -> rule5)) -> rule1) ((triple3) -> rule5)) -> rule4)) -> rule9))],"1. Rough(Anne)
2. Not(Charlie)
3. Big(Dave)
4. Green(Dave)
5. Green(Fiona)
6. Round(Fiona)
7. White(Fiona)
","1. IF White(people) THEN Red(people)
2. IF Kind(Dave) THEN White(Dave)
3. IF White(Fiona) THEN Red(Fiona)
4. IF White(people) AND Red(people) THEN Kind(people)
5. IF Big(Dave) THEN Red(Dave)
6. IF Kind(people) THEN Rough(people)
7. IF White(people) AND Red(people) THEN Green(people)
8. IF Rough(people) THEN Round(people)
","1. Rough(Anne)
2. Not(Charlie)
3. Big(Dave)
4. Green(Dave)
5. Green(Fiona)
6. Round(Fiona)
7. White(Fiona)
8. NOTHING
","1. Rough(Dave)
",False,False
236,49575,8,2361,"Anne is quiet. Bob is cold. Bob is kind. Bob is rough. Dave is quiet. Dave is rough. Harry is cold. Cold, rough things are round. If Harry is quiet then Harry is kind. All quiet things are not young. If something is cold then it is rough. All quiet things are rough. All rough, round things are quiet. All kind things are cold. If something is kind then it is white. If Bob is quiet then Bob is round.",Harry is kind.,True,OWA,train,5,AttNeg-OWA-D5-595,5,7,9,4,8,proof,[(((((((triple7) -> rule4) ((triple7 ((triple7) -> rule4)) -> rule1)) -> rule6)) -> rule2))],"1. Quiet(Anne)
2. Cold(Bob)
3. Kind(Bob)
4. Rough(Bob)
5. Quiet(Dave)
6. Rough(Dave)
7. Cold(Harry)
","1. IF Cold(thing) AND Rough(thing) THEN Round(thing)
2. IF Quiet(Harry) THEN Kind(Harry)
3. IF Not Young(thing) THEN Cold(thing)
4. IF Cold(thing) THEN Rough(thing)
5. IF Rough(thing) THEN Round(thing)
6. IF Kind(thing) THEN Cold(thing)
7. IF White(thing) THEN Kind(thing)
8. IF Quiet(Bob) THEN Round(Bob)
","1. Quiet(Anne)
2. Cold(Bob)
3. Kind(Bob)
4. Rough(Bob)
5. Quiet(Dave)
6. Rough(Dave)
7. Cold(Harry)
8. NOTHING.
","1. Kind(Harry)
",False,False
237,3927,8,185,"Dave is not kind. Erin is kind. Erin is rough. Fiona is blue. Fiona is kind. Gary is furry. Gary is kind. If something is big and not furry then it is rough. If something is blue and furry then it is rough. If Fiona is kind and Fiona is white then Fiona is blue. All rough, kind things are not white. If something is furry then it is big. All nice, kind things are big. All big, furry things are nice. If something is white then it is kind. If something is furry and nice then it is blue.",Gary is rough.,True,OWA,test,5,AttNeg-OWA-D5-533,5,7,9,4,8,proof,[(((((triple6 ((((triple6) -> rule5) triple6) -> rule7)) -> rule9) triple6) -> rule2))],"1. Not(Dave)
2. Kind(Erin)
3. Rough(Erin)
4. Blue(Fiona)
5. Kind(Fiona)
6. Furry(Gary)
7. Kind(Gary)
","1. IF Big(X) AND Not Furry(X) THEN Rough(X)
2. IF Blue(X) AND Furry(X) THEN Rough(X)
3. IF Kind(Fiona) AND White(Fiona) THEN Blue(Fiona)
4. IF Rough(X) AND Kind(X) THEN Not White(X)
5. IF Furry(X) THEN Big(X)
6. IF Big(X) AND Kind(X) THEN Blue(X)
7. IF White(X) THEN Kind(X)
8. IF Furry(X) AND Nice(X) THEN Blue(X)
","1. Not(Dave)
2. Kind(Erin)
3. Rough(Erin)
4. Blue(Fiona)
5. Kind(Fiona)
6. Furry(Gary)
7. Kind(Gary)
8. NOTHING.
","1. Rough(Gary)
",False,False
238,39637,8,1887,"Bob is furry. Bob is quiet. Bob is smart. Charlie is young. Dave is cold. Dave is quiet. Fiona is cold. If Dave is red then Dave is furry. Red, young things are quiet. Quiet things are red. If something is round and quiet then it is furry. If something is cold then it is quiet. All red, quiet things are furry. Quiet, furry things are round. If something is cold and furry then it is young. If something is cold and young then it is smart.",Fiona is round.,True,OWA,train,5,AttNoneg-OWA-D5-540,5,7,9,4,9,proof,[(((((triple7) -> rule5) ((((((triple7) -> rule5)) -> rule3) ((triple7) -> rule5)) -> rule6)) -> rule7))],"1. Furry(Bob)
2. Quiet(Bob)
3. Smart(Bob)
4. Young(Charlie)
5. Cold(Dave)
6. Quiet(Dave)
7. Cold(Fiona)
","1. IF Red(Dave) THEN Furry(Dave)
2. IF Young(thing) THEN Quiet(thing)
3. IF Quiet(thing) THEN Furry(thing)
4. IF Round(thing) AND Quiet(thing) THEN Furry(thing)
5. IF Cold(thing) THEN Quiet(thing)
6. IF Red(thing) AND Quiet(thing) THEN Furry(thing)
7. IF Quiet(thing) AND Furry(thing) THEN Round(thing)
8. IF Cold(thing) AND Young(thing) THEN Smart(thing)
","1. Furry(Bob)
2. Quiet(Bob)
3. Smart(Bob)
4. Young(Charlie)
5. Cold(Dave)
6. Quiet(Dave)
7. Cold(Fiona)
8. NOTHING.
","1. Round(Fiona)
",False,False
239,15513,8,734,Bob is kind. Charlie is cold. Charlie is quiet. Erin is red. Fiona is furry. Fiona is not kind. Fiona is young. If someone is furry then they are smart. If someone is young then they are quiet. If someone is red then they are furry. If Fiona is red then Fiona is smart. If Erin is red and Erin is cold then Erin is not young. If Bob is cold then Bob is smart. If someone is smart then they are cold. If Erin is red and Erin is not young then Erin is not kind. If Erin is red and Erin is not furry then Erin is quiet.,Erin is not young.,True,OWA,test,5,AttNeg-OWA-D5-373,5,7,9,4,6,proof,[(((triple4 ((((((triple4) -> rule3)) -> rule1)) -> rule7)) -> rule5))],"1. Kind(Bob)
2. Cold(Charlie)
3. Quiet(Charlie)
4. Red(Erin)
5. Furry(Fiona)
6. NotKind(Fiona)
7. Young(Fiona)
","1. IF Furry(someone) THEN Smart(someone)
2. IF Young(someone) THEN Quiet(someone)
3. IF Red(someone) THEN Smart(someone)
4. IF Red(Fiona) THEN Smart(Fiona)
5. IF Red(Erin) AND Erin(cold) THEN Not(Young(Erin))
6. IF Cold(Bob) THEN Smart(Bob)
7. IF Smart(someone) THEN Cold(someone)
8. IF Not(Young(Erin)) THEN Not(Kind(Erin))
9. IF Red(Erin) AND Not(Furry(Erin)) THEN Quiet(Erin)
","1. Kind(Bob)
2. Cold(Charlie)
3. Quiet(Charlie)
4. Red(Erin)
5. Furry(Fiona)
6. NotKind(Fiona)
7. Young(Fiona)
8. NOTHING
","1. Not(Young)(Erin)
",False,False
240,7741,8,365,"Erin is blue. Erin is young. Fiona is nice. Gary is blue. Gary is young. Harry is nice. Harry is young. All cold, nice people are young. If someone is red and blue then they are big. If someone is white and red then they are nice. If Erin is big then Erin is red. If Fiona is nice then Fiona is red. White, blue people are big. If someone is blue and red then they are cold. All cold people are white. Blue people are big.",Erin is white.,True,OWA,dev,5,AttNoneg-OWA-D5-744,5,7,9,4,6,proof,[(((((triple1 ((((triple1) -> rule9)) -> rule4)) -> rule7)) -> rule8))],"1. Blue(Erin)
2. Young(Erin)
3. Nice(Fiona)
4. Blue(Gary)
5. Young(Gary)
6. Nice(Harry)
7. Young(Harry)
","1. IF Cold(people) THEN White(people)
2. IF Red(person) THEN Big(person)
3. IF Red(person) THEN Nice(person)
4. IF Big(Erin) THEN Red(Erin)
5. IF Nice(Fiona) THEN Red(Fiona)
6. IF White(people) THEN Big(people)
7. IF Red(person) THEN Cold(person)
8. IF Cold(people) THEN Blue(people)
","1. Blue(Erin)
2. Young(Erin)
3. Nice(Fiona)
4. Blue(Gary)
5. Young(Gary)
6. Nice(Harry)
7. Young(Harry)
8. NOTHING
","1. White(Erin)
",False,False
241,5749,8,271,"Bob is red. Charlie is kind. Charlie is quiet. Charlie is white. Dave is big. Dave is kind. Harry is quiet. If someone is smart then they are red. All round people are not red. All smart, big people are round. All big people are round. If someone is quiet then they are big. White people are kind. If someone is quiet and not red then they are kind. Smart, quiet people are kind. Kind people are white.",Harry is kind.,True,OWA,test,5,AttNeg-OWA-D5-774,5,7,9,4,6,proof,[(((triple7 ((((((triple7) -> rule5)) -> rule4)) -> rule2)) -> rule7))],"1. Red(Bob)
2. Kind(Charlie)
3. Quiet(Charlie)
4. White(Charlie)
5. Big(Dave)
6. Kind(Dave)
7. Quiet(Harry)
","1. IF Smart(person) THEN Red(person)
2. IF Round(person) THEN Not Red(person)
3. IF Smart(person) AND Big(person) THEN Round(person)
4. IF Big(person) THEN Round(person)
5. IF Quiet(person) THEN Big(person)
6. IF White(person) THEN Kind(person)
7. IF Not Red(person) AND Quiet(person) THEN Kind(person)
8. IF Smart(person) AND Quiet(person) THEN Kind(person)
9. IF Kind(person) THEN White(person)
","1. Red(Bob)
2. Kind(Charlie)
3. Quiet(Charlie)
4. White(Charlie)
5. Big(Dave)
6. Kind(Dave)
7. Quiet(Harry)
8. NOTHING.
","1. Kind(Harry)
",False,False
242,1221,8,59,The bald eagle is kind. The bald eagle likes the cat. The cat is kind. The cat likes the lion. The lion chases the mouse. The mouse chases the bald eagle. The mouse visits the bald eagle. If something is round then it likes the bald eagle. If something is red then it likes the cat. If something is round and it likes the bald eagle then it chases the bald eagle. If something likes the lion and it visits the lion then the lion is blue. If something likes the bald eagle then the bald eagle is round. If something is kind and blue then it likes the mouse. If something is blue and it chases the cat then the cat is rough. If something likes the mouse then it is rough. If something likes the lion then the lion is round.,The bald eagle likes the bald eagle.,True,OWA,train,5,RelNoneg-OWA-D5-419,5,7,9,4,5,proof,[(((((((((triple4) -> rule9)) -> rule1)) -> rule5)) -> rule1))],"1. Kind(BaldEagle)
2. Like(BaldEagle, Cat)
3. Kind(Cat)
4. Like(Cat, Lion)
5. Chase(Lion, Mouse)
6. Visit(Mouse, BaldEagle)
","1. IF Round(x) THEN Like(x, BaldEagle)
2. IF Red(x) THEN Like(x, Cat)
3. IF Round(x) AND Like(x, BaldEagle) THEN Chase(x, BaldEagle)
4. IF Like(x, Lion) AND Visit(x, Lion) THEN Blue(Lion)
5. IF Like(x, BaldEagle) THEN Round(BaldEagle)
6. IF Kind(x) AND Blue(x) THEN Like(x, Mouse)
7. IF Blue(x) AND Chase(x, Cat) THEN Rough(Cat)
8. IF Like(x, Mouse) THEN Rough(x)
9. IF Like(x, Lion) THEN Round(Lion)
","1. Kind(BaldEagle)
2. Like(BaldEagle, Cat)
3. Kind(Cat)
4. Like(Cat, Lion)
5. Chase(Lion, Mouse)
6. Visit(Mouse, BaldEagle)
","1. Good(Bald Eagle)
",False,True
