,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
10,66477,2,6003,The bald eagle needs the tiger. The bald eagle sees the tiger. The tiger eats the bald eagle. The tiger is nice. The tiger is rough. The tiger needs the bald eagle. The tiger sees the bald eagle. If something needs the tiger then it eats the bald eagle. If something eats the bald eagle then it is rough. If something sees the bald eagle and it sees the tiger then it is blue. If something eats the bald eagle then it sees the tiger. If the bald eagle sees the tiger and the tiger eats the bald eagle then the bald eagle needs the tiger. If something eats the bald eagle then the bald eagle sees the tiger. If the tiger eats the bald eagle and the tiger is young then the bald eagle is red. If something is red then it eats the tiger.,The bald eagle eats the bald eagle.,True,OWA,train,2,RelNoneg-OWA-D2-1145,2,7,8,1,2,proof,[(((triple1) -> rule1) OR ((((triple2 triple3) -> rule5)) -> rule1) OR ((((((triple3) -> rule6) triple3) -> rule5)) -> rule1))],"1. Need(Bald Eagle, Tiger)
2. See(Bald Eagle, Tiger)
3. Eat(Tiger, Bald Eagle)
4. Nice(Tiger)
5. Rough(Tiger)
6. Need(Tiger, Bald Eagle)
7. See(Tiger, Bald Eagle)
","1. IF Need(tiger) THEN Eat(bald eagle)
2. IF Rough(something) THEN Eat(bald eagle)
3. IF See(bald eagle, tiger) THEN Blue(something)
4. IF Eat(bald eagle) THEN See(tiger)
5. IF Need(bald eagle) THEN Eat(tiger)
6. IF Eat(bald eagle) THEN Red(something)
7. IF Red(something) THEN Eat(tiger)
","1. Need(Bald Eagle, Tiger)
2. See(Bald Eagle, Tiger)
3. Eat(Tiger, Bald Eagle)
4. Nice(Tiger)
5. Rough(Tiger)
6. Need(Tiger, Bald Eagle)
7. See(Tiger, Bald Eagle)
8. NOTHING
","1. Bald(Bald Eagle)
",False,False
11,14549,2,1319,"Anne is big. Anne is kind. Anne is white. Anne is young. Bob is blue. Bob is rough. Bob is round. Round, rough things are blue. If something is young then it is rough. Big things are rough. All young things are white. All white things are round. If something is blue and rough then it is young. All rough things are round. If Bob is rough then Bob is young.",Anne is rough.,True,OWA,test,2,AttNoneg-OWA-D2-570,2,7,8,1,2,proof,[(((triple1) -> rule3) OR ((triple4) -> rule2))],"1. Big(Anne)
2. Kind(Anne)
3. White(Anne)
4. Young(Anne)
5. Rough(Bob)
6. Round(Bob)
","1. IF Blue(thing) AND Rough(thing) THEN Young(thing)
2. IF Big(thing) THEN Rough(thing)
3. IF Young(thing) THEN White(thing)
4. IF White(thing) THEN Round(thing)
5. IF Rough(Bob) THEN Young(Bob)
","1. Big(Anne)
2. Kind(Anne)
3. White(Anne)
4. Young(Anne)
5. Rough(Bob)
6. Round(Bob)
","1. Rough(Anne)
",False,True
12,17061,2,815,"Charlie is kind. Charlie is nice. Dave is kind. Dave is young. Gary is nice. Gary is round. Harry is round. Round people are blue. Round, nice people are kind. If someone is nice and kind then they are cold. All cold people are round. Round, blue people are young. If someone is green and cold then they are young. Blue, green people are cold. If someone is nice and young then they are green.",Gary is blue.,True,OWA,train,5,AttNoneg-OWA-D5-1104,5,7,8,1,2,proof,[(((triple6) -> rule1))],"1. Kind(Charlie)
2. Nice(Charlie)
3. Kind(Dave)
4. Young(Dave)
5. Nice(Gary)
6. Round(Gary)
7. Round(Harry)
","1. IF Blue(people) THEN Kind(people)
2. IF Round(people) AND Kind(people) THEN Cold(people)
3. IF Cold(people) THEN Round(people)
4. IF Blue(people) AND Young(people) THEN Round(people)
5. IF Green(people) AND Cold(people) THEN Young(people)
6. IF Nice(people) AND Young(people) THEN Green(people)
","1. Kind(Charlie)
2. Nice(Charlie)
3. Kind(Dave)
4. Young(Dave)
5. Nice(Gary)
6. Round(Gary)
7. Round(Harry)
8. NOTHING
","1. Blue(Gary)
",False,False
13,43151,2,2052,"Bob is green. Bob is young. Fiona is kind. Gary is green. Gary is kind. Harry is red. Harry is smart. All green things are kind. All kind things are young. All smart things are quiet. If something is quiet and smart then it is green. Quiet things are smart. If Bob is blue and Bob is kind then Bob is smart. If Harry is kind and Harry is blue then Harry is smart. All young, kind things are blue.",Fiona is young.,True,OWA,train,5,AttNeg-OWA-D5-862,5,7,8,1,2,proof,[(((triple3) -> rule2))],"1. Green(Bob)
2. Young(Bob)
3. Kind(Fiona)
4. Green(Gary)
5. Kind(Gary)
6. Red(Harry)
7. Smart(Harry)
","1. IF Green(thing) THEN Kind(thing)
2. IF Kind(thing) THEN Young(thing)
3. IF Smart(thing) THEN Quiet(thing)
4. IF Quiet(thing) AND Smart(thing) THEN Green(thing)
5. IF Quiet(Bob) AND Kind(Bob) THEN Smart(Bob)
6. IF Kind(Harry) AND Blue(Harry) THEN Smart(Harry)
7. IF Young(thing) AND Kind(thing) THEN Blue(thing)
","1. Green(Bob)
2. Young(Bob)
3. Kind(Fiona)
4. Green(Gary)
5. Kind(Gary)
6. Red(Harry)
7. Smart(Harry)
8. NOTHING.
","1. Young(Fiona)
",False,False
14,65615,2,4556,"Charlie is furry. Erin is furry. Erin is green. Erin is red. Fiona is green. Fiona is rough. Gary is red. If someone is rough and kind then they are red. Cold, furry people are red. If Gary is green then Gary is rough. Furry people are blue. Rough people are kind. Kind people are furry. All kind people are furry. Green people are cold.",Erin is cold.,True,OWA,train,3,AttNoneg-OWA-D3-631,3,7,8,1,2,proof,[(((triple3) -> rule8))],"1. Furry(Charlie)
2. Furry(Erin)
3. Green(Erin)
4. Red(Gary)
","1. IF Rough(person) AND Kind(person) THEN Red(person)
2. IF Cold(person) AND Furry(person) THEN Red(person)
3. IF Green(Gary) THEN Rough(Gary)
4. IF Furry(person) THEN Blue(person)
5. IF Rough(person) THEN Kind(person)
6. IF Kind(person) THEN Furry(person)
7. IF Kind(person) THEN Furry(person)
8. IF Green(person) THEN Cold(person)
","1. Furry(Charlie)
2. Furry(Erin)
3. Green(Erin)
4. Red(Gary)
5. NOTHING
","1. Cold(Erin)
",False,False
15,31809,2,4112,The bald eagle chases the tiger. The bald eagle eats the bear. The bear eats the bald eagle. The bear visits the bald eagle. The tiger is not round. The tiger is young. The tiger visits the bald eagle. If someone visits the tiger and they do not chase the bald eagle then they visit the bear. If someone eats the bear and the bear visits the tiger then they visit the tiger. If the bear chases the tiger and the bear is cold then the bear is not young. All young people are not nice. If someone is green and young then they do not eat the bear. All cold people are young. If someone visits the tiger and the tiger chases the bald eagle then the tiger is green. If someone is green and not young then they chase the bear.,The tiger is not nice.,True,OWA,train,1,RelNeg-OWA-D1-2455,1,7,8,1,2,proof,[(((triple6) -> rule4))],"1. Chases(BaldEagle, Tiger)
2. Eats(BaldEagle, Bear)
3. Eats(Bear, BaldEagle)
4. Visits(Bear, BaldEagle)
5. NotRound(Tiger)
6. Young(Tiger)
7. Visits(Tiger, BaldEagle)
","1. IF Visit(tiger) AND Not Chase(bald eagle) THEN Visit(bear)
2. IF Eat(bear) AND Visit(tiger) THEN Visit(tiger)
3. IF Chase(bear) AND Cold(bear) THEN Not Young(bear)
4. IF Young(people) THEN Not Nice(people)
5. IF Green(person) AND Young(person) THEN Not Eat(bear)
6. IF Cold(person) THEN Young(person)
7. IF Visit(tiger) AND Chase(bald eagle) THEN Green(tiger)
8. IF Green(person) AND Chase(bear) THEN Young(person)
","1. Chases(BaldEagle, Tiger)
2. Eats(BaldEagle, Bear)
3. Eats(Bear, BaldEagle)
4. Visits(Bear, BaldEagle)
5. NotRound(Tiger)
6. Young(Tiger)
7. Visits(Tiger, BaldEagle)
8. NOTHING.
","1. Not Nice(Tiger)
",False,False
16,7213,2,931,The cat eats the cow. The cat is green. The cow likes the rabbit. The mouse eats the cat. The mouse likes the rabbit. The mouse visits the rabbit. The rabbit visits the cow. If someone is red then they visit the rabbit. If someone visits the rabbit and they visit the mouse then they are red. If someone visits the mouse then they are red. If someone is red and green then they eat the rabbit. If the cow is round and the cow visits the mouse then the mouse likes the rabbit. If someone visits the rabbit then the rabbit is kind. If the mouse is round then the mouse is kind. If someone is young and they like the cat then they like the mouse.,The rabbit is kind.,True,OWA,train,1,RelNoneg-OWA-D1-1170,1,7,8,1,2,proof,[(((triple6) -> rule6))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Eat(Cat, Cow)
5. Like(Cat, Rabbit)
6. Visit(Mouse, Rabbit)
7. Visit(Rabbit, Cow)
","1. IF Red(Person) THEN Visit(Rabbit)
2. IF Visit(Rabbit) AND Visit(Mouse) THEN Red(Person)
3. IF Visit(Mouse) THEN Red(Person)
4. IF Red(Person) AND Green(Person) THEN Eat(Rabbit)
5. IF Round(Cow) AND Visit(Mouse) THEN Like(Rabbit, Mouse)
6. IF Visit(Rabbit) THEN Kind(Rabbit)
7. IF Round(Mouse) THEN Kind(Mouse)
8. IF Young(Person) AND Like(Cat) THEN Like(Mouse)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Eat(Cat, Cow)
5. Like(Cat, Rabbit)
6. Visit(Mouse, Rabbit)
7. Visit(Rabbit, Cow)
8. NOTHING.
","1. Kind(Rabbit)
",False,False
17,2981,2,268,"Fiona is cold. Fiona is rough. Gary is cold. Gary is green. Harry is quiet. Harry is rough. Harry is round. If Gary is quiet then Gary is big. If Gary is furry and Gary is rough then Gary is green. Quiet things are cold. If Harry is rough then Harry is cold. Furry, rough things are cold. If Harry is big and Harry is quiet then Harry is rough. All cold things are quiet. Rough, green things are big.",Gary is quiet.,True,OWA,test,2,AttNoneg-OWA-D2-2395,2,7,8,1,2,proof,[(((triple3) -> rule7))],"1. Cold(Fiona)
2. Rough(Fiona)
3. Cold(Gary)
4. Green(Gary)
5. Quiet(Harry)
6. Rough(Harry)
7. Round(Harry)
","1. IF Quiet(Gary) THEN Big(Gary)
2. IF Furry(Gary) AND Rough(Gary) THEN Green(Gary)
3. IF Thing(x) THEN Cold(x)
4. IF Rough(Harry) THEN Cold(Harry)
5. IF Furry(x) AND Rough(x) THEN Cold(x)
6. IF Big(Harry) AND Quiet(Harry) THEN Rough(Harry)
7. IF Cold(x) THEN Quiet(x)
8. IF Rough(x) AND Green(x) THEN Big(x)
","1. Cold(Fiona)
2. Rough(Fiona)
3. Cold(Gary)
4. Green(Gary)
5. Quiet(Harry)
6. Rough(Harry)
7. Round(Harry)
","1. Quiet(Gary)
",False,False
18,38359,2,4959,"Anne is furry. Anne is quiet. Dave is furry. Erin is red. Harry is furry. Harry is green. Harry is round. If someone is quiet then they are green. If someone is red then they are quiet. If Harry is round and Harry is red then Harry is green. If someone is young then they are quiet. Quiet, green people are young. If Erin is quiet and Erin is red then Erin is green. All green, young people are quiet. If Erin is red then Erin is kind.",Erin is kind.,True,OWA,train,1,AttNoneg-OWA-D1-202,3,7,8,1,2,proof,[(((triple4) -> rule8))],"1. Furry(Anne)
2. Quiet(Anne)
3. Furry(Dave)
4. Red(Erin)
5. Furry(Harry)
6. Green(Harry)
7. Round(Harry)
","1. IF Quiet(someone) THEN Green(someone)
2. IF Red(someone) THEN Quiet(someone)
3. IF Round(Harry) AND Red(Harry) THEN Green(Harry)
4. IF Young(someone) THEN Quiet(someone)
5. IF Quiet(people) THEN Young(people)
6. IF Red(Erin) THEN Green(Erin)
7. IF Green(people) THEN Young(people)
8. IF Kind(Erin) THEN Green(Erin)
","1. Furry(Anne)
2. Quiet(Anne)
3. Furry(Dave)
4. Red(Erin)
5. Furry(Harry)
6. Green(Harry)
7. Round(Harry)
8. NOTHING
","1. Kind(Erin)
",False,False
19,56169,2,2670,The cow is not big. The cow is nice. The cow visits the mouse. The mouse is nice. The squirrel sees the mouse. The tiger is rough. The tiger sees the cow. If something is green then it visits the tiger. If the tiger sees the cow and the cow needs the mouse then the mouse does not need the tiger. If something sees the mouse then it is round. If something sees the mouse then it is green. If something visits the tiger then the tiger sees the mouse. If something visits the mouse then the mouse is not rough. Green things are nice. If something visits the tiger and it is not green then the tiger is not round.,The squirrel is round.,True,OWA,train,5,RelNeg-OWA-D5-746,5,7,8,1,2,proof,[(((triple5) -> rule3))],"1. Nice(Cow)
2. Nice(Mouse)
3. Visit(Cow, Mouse)
4. Nice(Mouse)
5. Rough(Tiger)
6. See(Tiger, Cow)
","1. IF Green(x) THEN Visit(x, Tiger)
2. IF Tiger(x) AND Cow(x) AND Need(x, Mouse) THEN Mouse(x) NOT Need(x, Tiger)
3. IF See(x, Mouse) THEN Round(x)
4. IF See(x, Mouse) THEN Green(x)
5. IF Visit(x, Tiger) THEN See(Tiger, Mouse)
6. IF Visit(x, Mouse) AND Not(Rough(x))
7. Green(x) THEN Nice(x)
8. IF Visit(x, Tiger) AND Not(Green(x)) THEN Tiger(x) NOT Round
","1. Nice(Cow)
2. Nice(Mouse)
3. Visit(Cow, Mouse)
4. Nice(Mouse)
5. Rough(Tiger)
6. See(Tiger, Cow)
7. NOTHING.
","1. Round(Squirrel)
",False,False
20,31595,2,1508,"Anne is rough. Anne is round. Bob is white. Gary is blue. Gary is cold. Gary is green. Harry is green. Blue, cold people are rough. If someone is blue then they are cold. If someone is white and young then they are cold. White, round people are blue. All rough people are not young. All young, rough people are not green. If someone is white then they are round. Young, blue people are white.",Bob is round.,True,OWA,train,5,AttNeg-OWA-D5-1197,5,7,8,1,2,proof,[(((triple3) -> rule7))],"1. Rough(Anne)
2. Round(Anne)
3. White(Bob)
4. Blue(Gary)
5. Cold(Gary)
6. Green(Gary)
7. Green(Harry)
","1. IF Blue(person) AND Cold(person) THEN Rough(person)
2. IF Blue(person) THEN Cold(person)
3. IF White(person) AND Young(person) THEN Cold(person)
4. IF White(person) THEN Round(person)
5. IF Young(person) THEN Not(Green(person))
6. IF White(person) THEN Not(Round(person))
7. IF White(person) AND Young(person) THEN White(person)
","1. Rough(Anne)
2. Round(Anne)
3. White(Bob)
4. Blue(Gary)
5. Cold(Gary)
6. Green(Gary)
7. Green(Harry)
8. NOTHING
","1. Round(Bob)
",False,False
