,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
84186,14281,0,3840,"Bob is not big. Bob is blue. Bob is not green. Bob is not round. Bob is smart. Bob is not white. Erin is blue. All blue, young things are not white. If something is blue and round then it is white. If something is round and not smart then it is young. All white, young things are big. If Erin is blue and Erin is young then Erin is green. If Erin is big then Erin is white. All young things are round. Green things are round.",Bob is not green.,True,OWA,test,0,AttNeg-OWA-D0-3812,0,7,8,0,1,proof,[(triple3)]
91664,1735,0,470,"Gary is big. Gary is cold. Gary is furry. Gary is kind. Gary is not quiet. Gary is round. Gary is young. Big, kind people are cold. If someone is big and not kind then they are cold. If someone is young and not kind then they are cold. All quiet people are cold. Kind people are cold. If someone is furry and not big then they are not cold. If someone is cold and not quiet then they are young. All round, kind people are furry.",Gary is young.,True,OWA,dev,0,AttNeg-OWA-D0-2684,0,7,8,0,1,proof,[(triple7 OR ((triple2 triple5) -> rule7) OR ((((triple4) -> rule5) triple5) -> rule7) OR ((((triple1 triple4) -> rule1) triple5) -> rule7))]
22598,22599,0,6121,Fiona is blue. Fiona is furry. Fiona is quiet. Fiona is red. Fiona is rough. Fiona is white. Fiona is not young. All young things are blue. All red things are not young. If Fiona is blue then Fiona is not young. If something is furry and quiet then it is red. If something is quiet and young then it is furry. If something is young and rough then it is quiet. If Fiona is furry then Fiona is white. If Fiona is red and Fiona is not furry then Fiona is white.,Fiona is red.,True,OWA,train,0,AttNeg-OWA-D0-4106,0,7,8,0,1,proof,[(triple4 OR ((triple2 triple3) -> rule4))]
53204,53205,0,14376,"Bob is blue. Bob is kind. Bob is red. Bob is round. Bob is young. Dave is cold. Dave is young. Kind people are cold. If someone is kind then they are cold. If Bob is big and Bob is not red then Bob is not blue. All cold people are kind. All blue, kind people are round. All red people are round. If someone is cold and not kind then they are not blue. Cold, red people are blue.",Bob is round.,True,OWA,train,0,AttNeg-OWA-D0-2660,1,7,8,0,1,proof,[(triple4 OR ((triple3) -> rule6) OR ((triple1 triple2) -> rule5) OR ((((((triple2) -> rule1) triple3) -> rule8) triple2) -> rule5) OR ((((((triple2) -> rule2) triple3) -> rule8) triple2) -> rule5))]
121124,21125,0,2730,"Anne is cold. Erin is rough. Fiona is big. Fiona is blue. Fiona is cold. Fiona is quiet. Fiona is rough. If something is quiet and furry then it is cold. All rough things are not furry. All furry, rough things are blue. Quiet things are blue. If something is quiet and not cold then it is green. If something is furry then it is big. If something is quiet and not cold then it is not big. If something is rough and not furry then it is big.",Fiona is quiet.,True,OWA,train,1,AttNeg-OWA-D1-1422,2,7,8,0,1,proof,[(triple6)]
41930,41931,0,11345,Charlie is cold. Charlie is furry. Charlie is kind. Charlie is red. Charlie is smart. Charlie is white. Charlie is young. If something is smart and furry then it is red. If Charlie is kind and Charlie is smart then Charlie is red. If something is red and kind then it is white. If something is kind then it is white. All kind things are furry. If Charlie is white then Charlie is cold. All kind things are young. All cold things are young.,Charlie is kind.,True,OWA,train,0,AttNoneg-OWA-D0-3952,0,7,8,0,1,proof,[(triple3)]
19890,19891,0,5380,"Gary is big. Gary is blue. Gary is cold. Gary is not quiet. Gary is red. Gary is smart. Gary is not young. Big people are red. All big people are red. If someone is red and not cold then they are smart. If Gary is red then Gary is blue. Quiet, red people are not big. All smart people are big. All smart, quiet people are blue. If someone is red and not cold then they are not blue.",Gary is blue.,True,OWA,train,0,AttNeg-OWA-D0-4665,0,7,8,0,1,proof,[(triple2 OR ((triple5) -> rule4) OR ((((triple1) -> rule1)) -> rule4) OR ((((triple1) -> rule2)) -> rule4) OR ((((((triple6) -> rule6)) -> rule1)) -> rule4) OR ((((((triple6) -> rule6)) -> rule2)) -> rule4))]
66368,66369,0,17940,"Bob is blue. Bob is furry. Bob is nice. Bob is quiet. Dave is cold. Dave is furry. Dave is nice. If Bob is nice then Bob is blue. If something is furry and cold then it is nice. If something is cold then it is furry. Quiet things are nice. If Bob is quiet then Bob is nice. If something is quiet and nice then it is cold. If something is blue and quiet then it is big. Cold, nice things are furry.",Dave is cold.,True,OWA,train,0,AttNoneg-OWA-D0-535,1,7,8,0,1,proof,[(triple5)]
428724,28665,0,1368,"Charlie is red. Erin is cold. Erin is kind. Gary is furry. Gary is red. Harry is not blue. Harry is kind. All cold people are big. All kind, furry people are cold. Furry people are cold. If someone is big then they are blue. All furry, big people are red. If someone is kind and quiet then they are furry. If someone is blue and cold then they are quiet. If Gary is blue then Gary is furry.",Gary is red.,True,OWA,train,5,AttNeg-OWA-D5-706,5,7,8,0,1,proof,[(triple5 OR ((triple4 ((((triple4) -> rule3)) -> rule1)) -> rule5))]
244594,44581,0,4019,"Anne is furry. Anne is kind. Charlie is blue. Charlie is cold. Charlie is furry. Charlie is kind. Dave is kind. If Anne is blue then Anne is big. If Dave is smart and Dave is round then Dave is blue. If someone is big and smart then they are kind. All furry people are blue. If someone is kind then they are smart. If someone is big and blue then they are smart. All round, kind people are furry. If someone is furry then they are blue.",Charlie is blue.,True,OWA,train,2,AttNoneg-OWA-D2-296,2,7,8,0,1,proof,[(triple3 OR ((triple5) -> rule4) OR ((triple5) -> rule8))]
368382,68359,0,4745,The rabbit is big. The rabbit is blue. The rabbit is cold. The rabbit is red. The rabbit likes the tiger. The rabbit visits the tiger. The tiger likes the rabbit. If someone is red then they like the tiger. If someone is red then they are not young. If someone is red and they see the tiger then they visit the tiger. If someone is blue and not young then they see the tiger. If the tiger visits the rabbit and the rabbit visits the tiger then the tiger likes the rabbit. If someone likes the rabbit then the rabbit visits the tiger. If someone likes the rabbit then the rabbit visits the tiger. If someone is big and they see the tiger then the tiger sees the rabbit.,The rabbit likes the tiger.,True,OWA,train,3,RelNeg-OWA-D3-599,3,7,8,0,1,proof,[(triple5 OR ((triple4) -> rule1))]
413670,13611,0,652,"Anne is quiet. Anne is red. Anne is smart. Bob is smart. Erin is young. Fiona is quiet. Fiona is round. All white people are red. If someone is young then they are furry. If someone is furry and quiet then they are white. All quiet people are young. If Fiona is quiet then Fiona is white. If someone is smart then they are quiet. Red, smart people are round. All furry, red people are white.",Fiona is round.,True,OWA,train,5,AttNoneg-OWA-D5-360,6,7,8,0,1,proof,[(triple7)]
280966,10877,0,985,The lion is nice. The lion is red. The squirrel chases the tiger. The squirrel likes the lion. The tiger chases the squirrel. The tiger likes the lion. The tiger sees the lion. If someone likes the lion then they see the lion. If the squirrel chases the lion and the squirrel sees the tiger then the squirrel chases the tiger. If someone sees the tiger then they see the squirrel. If someone chases the squirrel and they chase the lion then the squirrel is nice. If someone sees the squirrel and they are blue then they chase the tiger. If someone is young and nice then they chase the lion. If someone likes the tiger and the tiger is nice then they like the squirrel. If someone is nice then they see the tiger.,The squirrel chases the tiger.,True,OWA,test,2,RelNoneg-OWA-D2-1335,2,7,8,0,1,proof,[(triple3)]
239816,39803,0,3590,"Fiona is blue. Fiona is white. Harry is big. Harry is kind. Harry is quiet. Harry is round. Harry is white. If Harry is smart and Harry is not big then Harry is kind. Big people are smart. All kind people are smart. All round people are smart. If someone is smart then they are white. All smart, big people are white. White people are round. If someone is round and not quiet then they are blue.",Harry is kind.,True,OWA,train,2,AttNeg-OWA-D2-576,2,7,8,0,1,proof,[(triple4)]
50580,50581,0,13671,"Erin is green. Erin is not red. Erin is white. Erin is young. Fiona is furry. Fiona is green. Fiona is young. If Fiona is nice and Fiona is white then Fiona is green. Red people are green. If someone is white then they are not red. Young, green people are not red. Nice, red people are furry. Red people are not nice. Furry people are not cold. If someone is young and not nice then they are cold.",Fiona is furry.,True,OWA,train,0,AttNeg-OWA-D0-1380,1,7,8,0,1,proof,[(triple5)]
259114,59101,0,5335,"Dave is not blue. Dave is not furry. Dave is nice. Dave is rough. Harry is big. Harry is furry. Harry is quiet. All big, blue things are nice. If something is nice and quiet then it is big. If Harry is rough and Harry is blue then Harry is quiet. Rough, big things are quiet. All rough, blue things are not quiet. If Dave is smart then Dave is nice. If Dave is not furry then Dave is big. If Dave is furry then Dave is smart.",Dave is nice.,True,OWA,train,2,AttNeg-OWA-D2-1972,2,7,8,0,1,proof,[(triple3)]
50898,50899,0,13758,The cow is round. The dog is green. The dog likes the mouse. The dog sees the cow. The dog sees the mouse. The mouse chases the cow. The mouse does not see the dog. If the cow likes the dog then the dog is big. Big people are kind. If someone is cold and they like the dog then the dog sees the mouse. If the mouse is not round then the mouse sees the dog. If someone is big then they do not like the mouse. If someone is cold and big then they see the mouse. If someone sees the dog and they are kind then they are cold. If someone is round and they see the dog then they do not chase the mouse.,The dog likes the mouse.,True,OWA,train,0,RelNeg-OWA-D0-1774,0,7,8,0,1,proof,[(triple3)]
366160,66137,0,4594,The lion is nice. The rabbit does not chase the lion. The rabbit chases the tiger. The rabbit does not eat the lion. The rabbit is young. The rabbit needs the tiger. The tiger is not nice. If the rabbit does not chase the lion then the lion is not kind. If something chases the lion then it is big. If something is young and it needs the tiger then the tiger needs the lion. If the tiger needs the lion then the tiger chases the lion. If something is nice then it chases the tiger. If something eats the lion and it does not chase the rabbit then the lion does not eat the tiger. If the lion is not kind then the lion eats the rabbit. If something eats the lion and it does not eat the tiger then it is rough.,The rabbit needs the tiger.,True,OWA,train,3,RelNeg-OWA-D3-1243,3,7,8,0,1,proof,[(triple6)]
220446,20433,0,1838,The lion is green. The squirrel chases the lion. The squirrel eats the lion. The squirrel is green. The squirrel is rough. The squirrel is round. The squirrel sees the lion. If something sees the squirrel then it does not chase the lion. If the lion is nice and the lion sees the squirrel then the squirrel is nice. If something is green then it is nice. If the lion is nice then the lion is not rough. If the squirrel is nice then the squirrel is rough. If something is rough and it eats the squirrel then it does not eat the lion. If the lion chases the squirrel and the squirrel does not chase the lion then the lion does not eat the squirrel. If something sees the lion then the lion does not eat the squirrel.,The squirrel is round.,True,OWA,train,2,RelNeg-OWA-D2-1833,2,7,8,0,1,proof,[(triple6)]
462744,62685,0,2982,The mouse likes the squirrel. The mouse needs the rabbit. The rabbit does not like the tiger. The rabbit needs the tiger. The squirrel is young. The tiger is cold. The tiger visits the squirrel. If the squirrel visits the rabbit and the squirrel visits the tiger then the squirrel likes the rabbit. If someone likes the mouse and the mouse is cold then the mouse visits the rabbit. If someone is young then they are green. If someone visits the mouse and they like the squirrel then the mouse is young. If someone needs the mouse then the mouse is young. If someone is green then they need the mouse. If someone needs the rabbit then the rabbit needs the tiger. If the tiger visits the mouse then the tiger is kind.,The rabbit does not like the tiger.,True,OWA,train,5,RelNeg-OWA-D5-653,5,7,8,0,1,proof,[(triple3)]
151304,51305,0,6635,The bear chases the dog. The bear needs the rabbit. The cat needs the rabbit. The dog is big. The dog is blue. The dog is round. The rabbit needs the bear. If something likes the bear then the bear chases the rabbit. If the cat is green and the cat is big then the cat needs the bear. If something needs the bear then it does not like the cat. If something chases the dog then it does not chase the cat. If something is rough then it does not like the rabbit. If something is green then it does not like the rabbit. If the dog is not big then the dog is green. If something is green and it does not chase the rabbit then it does not need the cat.,The cat needs the rabbit.,True,OWA,train,1,RelNeg-OWA-D1-2141,1,7,8,0,1,proof,[(triple3)]
7030,7031,0,1910,"Bob is big. Bob is cold. Bob is furry. Bob is quiet. Bob is rough. Bob is smart. Bob is young. If Bob is quiet then Bob is cold. Rough, cold people are big. If Bob is cold and Bob is furry then Bob is rough. Furry, smart people are cold. Smart, young people are cold. If Bob is furry then Bob is cold. If someone is big then they are cold. If Bob is big then Bob is cold.",Bob is rough.,True,OWA,train,0,AttNoneg-OWA-D0-4706,0,7,8,0,1,proof,[(triple5 OR ((triple2 triple3) -> rule3) OR ((((triple1) -> rule7) triple3) -> rule3) OR ((((triple1) -> rule8) triple3) -> rule3) OR ((((triple3) -> rule6) triple3) -> rule3) OR ((((triple4) -> rule1) triple3) -> rule3) OR ((((triple3 triple6) -> rule4) triple3) -> rule3) OR ((((triple6 triple7) -> rule5) triple3) -> rule3))]
345614,45591,0,3166,The bear is rough. The bear is young. The bear likes the mouse. The cat likes the tiger. The mouse chases the bear. The tiger eats the bear. The tiger likes the cat. If something is rough then it likes the tiger. If something is kind then it is round. If the bear likes the tiger then the tiger is rough. If something eats the bear then the bear eats the mouse. If something likes the cat then the cat chases the mouse. If the tiger is rough then the tiger likes the bear. If something is kind then it is rough. If something likes the tiger and the tiger chases the mouse then the mouse chases the tiger.,The tiger likes the cat.,True,OWA,train,3,RelNoneg-OWA-D3-1336,3,7,8,0,1,proof,[(triple7)]
362990,62967,0,4372,"Anne is not furry. Anne is white. Charlie is furry. Charlie is smart. Erin is nice. Erin is red. Fiona is smart. If something is white and smart then it is not nice. All rough things are red. All kind, red things are white. All smart things are white. If something is nice then it is rough. If something is smart then it is rough. If something is red then it is furry. If Charlie is kind and Charlie is furry then Charlie is smart.",Erin is red.,True,OWA,train,3,AttNeg-OWA-D3-623,3,7,8,0,1,proof,[(triple6 OR ((((triple5) -> rule5)) -> rule2))]
79640,9735,0,2625,"Anne is rough. Anne is young. Dave is young. Fiona is green. Fiona is kind. Fiona is young. Harry is white. White, green things are young. If Dave is big then Dave is kind. If Anne is green and Anne is white then Anne is blue. White, blue things are green. All white, rough things are kind. All young, green things are blue. All young things are white. Rough, green things are young.",Anne is rough.,True,OWA,test,0,AttNoneg-OWA-D0-3635,2,7,8,0,1,proof,[(triple1)]
28802,28803,0,7799,"Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is white. Erin is young. If something is big then it is cold. If something is white and green then it is big. All nice, cold things are big. If something is white then it is furry. All big, furry things are cold. All cold things are furry. If Erin is young then Erin is white. If something is white then it is green.",Erin is furry.,True,OWA,train,0,AttNoneg-OWA-D0-1606,0,7,8,0,1,proof,[(triple3 OR ((triple2) -> rule6) OR ((triple6) -> rule4) OR ((((triple1) -> rule1)) -> rule6) OR ((((triple7) -> rule7)) -> rule4) OR ((((((triple6 triple4) -> rule2)) -> rule1)) -> rule6) OR ((((((triple6 ((triple6) -> rule8)) -> rule2)) -> rule1)) -> rule6) OR ((((((((triple7) -> rule7) triple4) -> rule2)) -> rule1)) -> rule6) OR ((((((((triple7) -> rule7) ((triple6) -> rule8)) -> rule2)) -> rule1)) -> rule6) OR ((((((triple6 ((((triple7) -> rule7)) -> rule8)) -> rule2)) -> rule1)) -> rule6) OR ((((((((triple7) -> rule7) ((((triple7) -> rule7)) -> rule8)) -> rule2)) -> rule1)) -> rule6))]
28412,28413,0,7689,"Harry is big. Harry is green. Harry is nice. Harry is rough. Harry is round. Harry is white. Harry is young. If something is green then it is big. If something is white then it is round. If something is young then it is rough. If something is young then it is nice. All round things are young. All nice things are big. Round, white things are young. If Harry is round then Harry is young.",Harry is big.,True,OWA,train,0,AttNoneg-OWA-D0-4146,0,7,8,0,1,proof,[(triple1 OR ((triple2) -> rule1) OR ((triple3) -> rule6) OR ((((triple7) -> rule4)) -> rule6) OR ((((((triple5) -> rule5)) -> rule4)) -> rule6) OR ((((((triple5) -> rule8)) -> rule4)) -> rule6) OR ((((((triple5 triple6) -> rule7)) -> rule4)) -> rule6) OR ((((((((triple6) -> rule2)) -> rule5)) -> rule4)) -> rule6) OR ((((((((triple6) -> rule2)) -> rule8)) -> rule4)) -> rule6) OR ((((((((triple6) -> rule2) triple6) -> rule7)) -> rule4)) -> rule6))]
211814,11801,0,1063,"Bob is blue. Bob is furry. Bob is rough. Bob is smart. Gary is smart. Gary is white. Gary is young. If someone is smart then they are young. Blue, smart people are young. If Bob is rough then Bob is furry. If Bob is blue then Bob is furry. All blue people are young. Rough people are blue. All smart people are rough. All smart, blue people are young.",Gary is smart.,True,OWA,train,2,AttNoneg-OWA-D2-367,2,7,8,0,1,proof,[(triple5)]
161368,61369,0,7938,"Anne is blue. Anne is kind. Anne is nice. Erin is nice. Erin is quiet. Erin is not rough. Harry is quiet. All kind, furry things are quiet. If Harry is not young then Harry is rough. Nice things are furry. Rough things are blue. Nice things are blue. All rough things are blue. Young, furry things are kind. If Harry is kind and Harry is not furry then Harry is blue.",Anne is kind.,True,OWA,train,1,AttNeg-OWA-D1-1195,2,7,8,0,1,proof,[(triple2)]
35072,35073,0,9491,"Anne is big. Anne is blue. Anne is cold. Anne is furry. Anne is round. Anne is smart. Anne is young. Blue, round things are smart. All round things are smart. If something is young then it is cold. If Anne is not furry then Anne is young. If Anne is not big then Anne is young. All big things are young. All blue things are round. All smart, round things are blue.",Anne is smart.,True,OWA,train,0,AttNeg-OWA-D0-2435,0,7,8,0,1,proof,[(triple6 OR ((triple5) -> rule2) OR ((triple2 triple5) -> rule1) OR ((((triple2) -> rule7)) -> rule2) OR ((triple2 ((triple2) -> rule7)) -> rule1))]
54644,54645,0,14773,"Anne is green. Anne is kind. Dave is cold. Dave is green. Dave is smart. Harry is kind. Harry is young. If Anne is smart then Anne is green. All green, round things are kind. If something is nice then it is green. If something is nice and round then it is kind. All nice things are kind. All smart things are young. If something is young and cold then it is nice. Kind, nice things are cold.",Harry is young.,True,OWA,train,0,AttNoneg-OWA-D0-6147,3,7,8,0,1,proof,[(triple7)]
289010,18921,0,1712,The bear needs the tiger. The dog sees the bear. The rabbit likes the dog. The rabbit likes the tiger. The rabbit does not see the bear. The tiger is young. The tiger needs the bear. If something likes the tiger then it needs the dog. If something sees the dog and the dog likes the rabbit then it likes the rabbit. If something likes the dog and it does not see the rabbit then the dog is not young. If something needs the dog then it is blue. If something needs the tiger then the tiger needs the rabbit. If something likes the bear then the bear needs the rabbit. If the dog does not see the tiger then the tiger likes the bear. If something needs the dog and the dog likes the bear then it sees the dog.,The rabbit likes the tiger.,True,OWA,test,2,RelNeg-OWA-D2-939,2,7,8,0,1,proof,[(triple4)]
82022,12117,0,3257,"Anne is cold. Anne is kind. Anne is round. Dave is rough. Harry is kind. Harry is quiet. Harry is red. All quiet people are white. All round, white people are cold. If someone is quiet then they are red. All kind people are cold. If Dave is quiet then Dave is cold. If Dave is red then Dave is kind. Cold people are red. If someone is kind then they are red.",Dave is rough.,True,OWA,test,0,AttNoneg-OWA-D0-5278,1,7,8,0,1,proof,[(triple4)]
104752,4753,0,614,The cat chases the lion. The cat sees the lion. The cat visits the lion. The cow is round. The cow sees the cat. The cow visits the cat. The lion is young. If something sees the cat and the cat is green then the cat is cold. If something is young then it visits the cat. If the cat chases the cow and the cow visits the lion then the cat is cold. If something visits the cat and it chases the cow then the cat chases the lion. If something sees the cow then the cow sees the lion. If something visits the lion and the lion is round then the lion visits the cow. If something sees the cow and the cow sees the cat then it chases the cow. If the lion visits the cow then the cow visits the cat.,The cat visits the lion.,True,OWA,train,1,RelNoneg-OWA-D1-836,1,7,8,0,1,proof,[(triple3)]
460562,60503,0,2879,"Bob is big. Bob is furry. Charlie is furry. Charlie is nice. Dave is furry. Dave is nice. Erin is white. If Dave is white then Dave is not kind. All white things are blue. If Erin is blue then Erin is big. If something is white and cold then it is not furry. All blue, big things are nice. If Erin is furry and Erin is white then Erin is kind. If something is cold then it is not kind. White, nice things are cold.",Erin is white.,True,OWA,train,5,AttNeg-OWA-D5-827,5,7,8,0,1,proof,[(triple7)]
60170,60171,0,16266,"Erin is big. Erin is green. Erin is kind. Erin is nice. Erin is not rough. Erin is round. Erin is young. If something is green and not nice then it is not round. Rough things are round. If something is nice and not big then it is kind. Young, round things are kind. Kind, young things are green. Young things are not rough. If something is round then it is young. If Erin is rough and Erin is big then Erin is not green.",Erin is green.,True,OWA,train,0,AttNeg-OWA-D0-4046,0,7,8,0,1,proof,[(triple2 OR ((triple3 triple7) -> rule5) OR ((triple3 ((triple6) -> rule7)) -> rule5) OR ((((triple7 triple6) -> rule4) triple7) -> rule5) OR ((((triple7 triple6) -> rule4) ((triple6) -> rule7)) -> rule5) OR ((((((triple6) -> rule7) triple6) -> rule4) triple7) -> rule5) OR ((((((triple6) -> rule7) triple6) -> rule4) ((triple6) -> rule7)) -> rule5))]
67938,67939,0,18365,The lion chases the tiger. The lion is round. The lion likes the mouse. The mouse chases the tiger. The squirrel chases the tiger. The squirrel likes the mouse. The tiger chases the squirrel. If someone chases the mouse and the mouse is rough then the mouse sees the squirrel. If someone chases the squirrel then they like the squirrel. If the mouse sees the tiger and the mouse does not like the lion then the tiger sees the squirrel. If someone is blue then they see the mouse. If the lion is rough then the lion does not like the squirrel. If someone likes the squirrel then they see the squirrel. All blue people are round. If the tiger likes the lion then the lion does not like the mouse.,The mouse chases the tiger.,True,OWA,train,0,RelNeg-OWA-D0-4955,2,7,8,0,1,proof,[(triple4)]
