,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
363060,63037,6,4376,"Bob is furry. Bob is green. Bob is red. Dave is big. Dave is white. Fiona is furry. Fiona is rough. All red things are big. All rough, big things are not green. Rough things are red. If something is quiet and red then it is rough. If something is green and not big then it is furry. If something is green and not quiet then it is not furry. If Fiona is not big then Fiona is white. If Fiona is rough and Fiona is not white then Fiona is furry.",Fiona is not green.,True,OWA,train,3,AttNeg-OWA-D3-811,3,7,8,3,5,proof,[(((triple7 ((((triple7) -> rule3)) -> rule1)) -> rule2))]
342382,42359,6,2943,The cow is cold. The cow is round. The cow likes the dog. The dog eats the cow. The dog is cold. The dog is young. The dog does not like the cow. If something eats the dog and it is round then it sees the dog. If something likes the cow and the cow is cold then it is big. If something sees the cow then it is big. If the dog is big then the dog sees the cow. If something likes the dog and it is young then the dog does not see the cow. If something sees the dog then the dog is not round. If something likes the dog and the dog is young then it eats the dog. If something likes the dog and it is not young then it sees the cow.,The dog is not round.,True,OWA,train,3,RelNeg-OWA-D3-710,3,7,8,3,6,proof,[(((((((triple3 triple6) -> rule7) triple2) -> rule1)) -> rule6))]
465548,65489,6,3119,"Bob is big. Bob is smart. Dave is blue. Dave is white. Gary is rough. Harry is blue. Harry is nice. If Harry is rough then Harry is young. All young people are big. If someone is blue and rough then they are smart. All blue people are smart. White people are blue. All white, rough people are not blue. Nice, big people are not white. All smart, nice people are rough.",Harry is young.,True,OWA,train,5,AttNeg-OWA-D5-1194,5,7,8,3,5,proof,[(((((((triple6) -> rule4) triple7) -> rule8)) -> rule1))]
381672,12261,6,847,The cat eats the tiger. The cat is kind. The cat needs the tiger. The tiger eats the cat. The tiger is not cold. The tiger is rough. The tiger needs the cat. If something is red and it sees the cat then it is kind. If something sees the cat and it eats the cat then it is kind. Blue things are not kind. If something needs the tiger and it is kind then the tiger sees the cat. If something is rough and it does not need the tiger then the tiger needs the cat. If something needs the cat then it eats the tiger. If the tiger sees the cat and the tiger is kind then the cat sees the tiger. If something sees the tiger and the tiger needs the cat then the tiger eats the cat.,The cat sees the tiger.,True,OWA,test,3,RelNeg-OWA-D3-1246,3,7,8,3,9,proof,[(((((triple3 triple2) -> rule4) ((((triple3 triple2) -> rule4) triple4) -> rule2)) -> rule7))]
328744,28721,6,1995,The bear chases the mouse. The bear eats the mouse. The bear visits the mouse. The mouse chases the bear. The mouse eats the bear. The mouse is round. The mouse visits the bear. If someone eats the mouse then they chase the bear. If the mouse is round and the mouse eats the bear then the mouse chases the bear. If someone visits the bear then they chase the mouse. If someone visits the mouse and they are round then they eat the bear. If someone visits the bear and they eat the bear then the bear eats the mouse. If someone chases the bear and they visit the mouse then the bear is round. If someone chases the mouse then they are cold. If the bear is not kind and the bear is not round then the bear chases the mouse.,The bear eats the bear.,True,OWA,train,3,RelNeg-OWA-D3-966,3,7,8,3,6,proof,[(((triple3 ((((triple2) -> rule1) triple3) -> rule6)) -> rule4) OR ((triple3 ((((((triple7 triple5) -> rule5)) -> rule1) triple3) -> rule6)) -> rule4))]
341868,41845,6,2907,The mouse is green. The mouse needs the squirrel. The mouse sees the squirrel. The squirrel is round. The squirrel likes the mouse. The squirrel needs the mouse. The squirrel sees the mouse. All young people are nice. If someone needs the mouse then the mouse sees the squirrel. If someone is rough then they see the squirrel. If someone needs the squirrel and the squirrel is rough then they like the squirrel. If someone is round and green then they like the mouse. If someone likes the mouse and the mouse sees the squirrel then they see the mouse. If someone likes the squirrel then they see the mouse. If someone needs the mouse then they are rough.,The mouse sees the mouse.,True,OWA,train,3,RelNoneg-OWA-D3-870,3,7,8,3,5,proof,[(((((triple2 ((triple6) -> rule8)) -> rule4)) -> rule7))]
344878,44855,6,3114,The bear is kind. The cow likes the squirrel. The squirrel likes the tiger. The squirrel visits the bear. The squirrel does not visit the cow. The tiger is not nice. The tiger visits the cow. If something is cold and it likes the bear then it visits the bear. If something chases the bear and the bear is kind then it likes the bear. If the tiger visits the cow then the tiger chases the squirrel. If something visits the bear then the bear likes the squirrel. If something likes the bear and it is not nice then the bear visits the squirrel. If something likes the bear then it visits the tiger. If something visits the cow then it chases the bear. If the bear likes the squirrel and the bear likes the tiger then the squirrel likes the cow.,The tiger visits the tiger.,True,OWA,train,3,RelNeg-OWA-D3-1612,3,7,8,3,5,proof,[(((((((triple7) -> rule7) triple1) -> rule2)) -> rule6))]
308516,8493,6,595,"Bob is furry. Bob is nice. Bob is rough. Erin is blue. Erin is smart. Erin is white. Gary is cold. If something is cold then it is rough. If Bob is not nice then Bob is cold. All blue things are white. If Gary is smart and Gary is not cold then Gary is furry. If something is furry and not cold then it is blue. All rough, furry things are blue. Blue, white things are smart. If Gary is smart then Gary is rough.",Bob is smart.,True,OWA,train,3,AttNeg-OWA-D3-1643,3,7,8,3,8,proof,[(((((triple3 triple1) -> rule6) ((((triple3 triple1) -> rule6)) -> rule3)) -> rule7))]
436334,36275,6,1731,Anne is not rough. Bob is rough. Bob is young. Charlie is young. Erin is big. Erin is nice. Erin is young. All big people are nice. If someone is white and furry then they are rough. All nice people are furry. If someone is smart and young then they are not furry. If someone is big and rough then they are furry. If Charlie is furry and Charlie is young then Charlie is white. If someone is furry then they are big. All young people are big.,Charlie is furry.,True,OWA,train,5,AttNeg-OWA-D5-1029,5,7,8,3,4,proof,[(((((((triple4) -> rule8)) -> rule1)) -> rule3))]
494222,4323,6,204,The bear is round. The bear likes the cow. The bear visits the lion. The cow is big. The cow is rough. The lion needs the bear. The mouse likes the lion. If someone visits the lion then they are round. If someone needs the bear then they need the lion. If someone needs the lion then they visit the lion. If someone visits the lion and the lion is round then they like the lion. If someone is rough then they need the lion. If someone likes the lion and they need the lion then the lion visits the mouse. If someone is rough then they visit the lion. If someone likes the lion and the lion is big then they are kind.,The lion is round.,True,OWA,dev,5,RelNoneg-OWA-D5-745,5,7,8,3,4,proof,[(((((((triple6) -> rule2)) -> rule3)) -> rule1))]
330668,30645,6,2129,The bear chases the lion. The bear is nice. The cat is big. The cat is green. The cat likes the lion. The lion does not see the cat. The rabbit is young. If the lion likes the bear then the bear sees the cat. If something likes the lion then it chases the bear. If something chases the cat then the cat likes the bear. If something likes the lion and the lion likes the rabbit then the rabbit is not green. If something is kind then it is big. If something likes the bear and the bear is kind then it is not green. If something likes the bear then the bear is not kind. If something is green then it chases the cat.,The bear is not kind.,True,OWA,train,3,RelNeg-OWA-D3-323,3,7,8,3,4,proof,[(((((((triple4) -> rule8)) -> rule3)) -> rule7))]
359888,59865,6,4157,The cow eats the rabbit. The cow is round. The cow likes the squirrel. The rabbit eats the cow. The rabbit is rough. The squirrel chases the rabbit. The squirrel eats the rabbit. If someone eats the cow and the cow chases the squirrel then they like the cow. If someone is rough then they like the cow. If someone likes the cow and the cow is cold then they like the squirrel. If someone is rough and they like the cow then the cow is cold. If the rabbit is red and the rabbit likes the cow then the rabbit chases the cow. If someone eats the rabbit and they like the squirrel then they are red. If the cow is round and the cow eats the rabbit then the cow eats the squirrel. If the cow is red then the cow chases the rabbit.,The rabbit likes the squirrel.,True,OWA,train,3,RelNoneg-OWA-D3-978,3,7,8,3,7,proof,[(((((triple5) -> rule2) ((triple5 ((triple5) -> rule2)) -> rule4)) -> rule3))]
412804,12745,6,610,The bear chases the squirrel. The bear is not cold. The bear visits the cat. The bear visits the lion. The cat needs the squirrel. The lion needs the cat. The squirrel needs the lion. If something visits the lion then it visits the squirrel. If something chases the cat then the cat visits the lion. If something visits the squirrel and it needs the lion then the lion does not chase the bear. If something is round and it visits the lion then the lion is not cold. If something visits the squirrel then it chases the cat. If the cat does not chase the bear then the cat visits the bear. If something visits the squirrel then it is not nice. If the bear is big then the bear visits the squirrel.,The cat visits the lion.,True,OWA,train,5,RelNeg-OWA-D5-1005,5,7,8,3,4,proof,[(((((((triple4) -> rule1)) -> rule5)) -> rule2))]
483706,13837,6,655,"Bob is nice. Bob is rough. Bob is round. Dave is nice. Erin is cold. Harry is green. Harry is quiet. All rough things are nice. Nice things are rough. All round, quiet things are cold. All big, round things are green. If something is big and quiet then it is round. If something is rough and quiet then it is green. Rough things are quiet. All green things are big.",Dave is green.,True,OWA,test,5,AttNoneg-OWA-D5-115,6,7,8,3,6,proof,[(((((triple4) -> rule2) ((((triple4) -> rule2)) -> rule7)) -> rule6))]
350568,50545,6,3507,The bear is rough. The bear is round. The cat chases the rabbit. The cat chases the tiger. The rabbit is round. The rabbit needs the tiger. The tiger needs the bear. If the rabbit visits the cat then the rabbit visits the tiger. If something chases the rabbit then the rabbit chases the cat. If something needs the bear and the bear is round then it chases the cat. If the bear visits the cat and the bear needs the cat then the bear needs the tiger. If something chases the rabbit and it chases the tiger then the tiger needs the bear. If something visits the rabbit and the rabbit is rough then the rabbit is green. If something visits the tiger and it needs the tiger then the tiger is round. If something needs the tiger then it visits the cat.,The tiger is round.,True,OWA,train,3,RelNoneg-OWA-D3-318,3,7,8,3,5,proof,[(((((((triple6) -> rule8)) -> rule1) triple6) -> rule7))]
353676,53653,6,3725,The dog does not chase the mouse. The dog chases the squirrel. The lion chases the dog. The lion is round. The mouse is not big. The squirrel chases the mouse. The squirrel needs the dog. If something chases the mouse and the mouse chases the dog then it likes the lion. If something chases the mouse then it is kind. If something chases the dog then it is young. If the mouse needs the squirrel and the squirrel chases the lion then the lion does not like the mouse. If something chases the mouse and the mouse does not need the squirrel then the mouse is big. If the lion is young then the lion chases the mouse. If the squirrel is big then the squirrel needs the dog. If something needs the squirrel and the squirrel likes the lion then the squirrel likes the mouse.,The lion is kind.,True,OWA,train,3,RelNeg-OWA-D3-474,3,7,8,3,4,proof,[(((((((triple3) -> rule3)) -> rule6)) -> rule2))]
386968,17557,6,1212,"Anne is furry. Anne is nice. Anne is rough. Anne is young. Dave is green. Dave is rough. Dave is young. If something is round and rough then it is green. Green things are white. If something is white and green then it is young. White, nice things are furry. If Anne is nice then Anne is furry. Young, rough things are white. All white things are round. Round things are rough.",Anne is green.,True,OWA,test,3,AttNoneg-OWA-D3-1245,3,7,8,3,6,proof,[(((((((triple4 triple3) -> rule6)) -> rule7) triple3) -> rule1))]
457944,57885,6,2753,"Anne is green. Bob is rough. Bob is white. Bob is young. Charlie is young. Fiona is nice. Fiona is quiet. All quiet, nice things are green. All young things are rough. If Anne is round then Anne is rough. If Charlie is nice and Charlie is green then Charlie is young. All quiet things are white. All green things are young. Rough, round things are quiet. All green, rough things are round.",Fiona is rough.,True,OWA,train,5,AttNeg-OWA-D5-676,5,7,8,3,5,proof,[(((((((triple7 triple6) -> rule1)) -> rule6)) -> rule2))]
346490,46467,6,3227,The dog chases the rabbit. The rabbit is cold. The rabbit does not see the dog. The squirrel chases the rabbit. The squirrel is cold. The squirrel sees the dog. The squirrel sees the rabbit. If something chases the dog then the dog likes the rabbit. If something chases the rabbit then the rabbit does not chase the squirrel. If the rabbit chases the squirrel then the rabbit likes the squirrel. If something likes the dog then it sees the squirrel. If something sees the rabbit then the rabbit is big. If something likes the dog then the dog is not kind. If something chases the squirrel and the squirrel is cold then it is not round. If something is big then it likes the dog.,The dog is not kind.,True,OWA,train,3,RelNeg-OWA-D3-1266,3,7,8,3,4,proof,[(((((((triple7) -> rule5)) -> rule8)) -> rule6))]
403092,3033,6,146,Erin is white. Fiona is nice. Fiona is rough. Fiona is young. Gary is rough. Harry is rough. Harry is young. If someone is rough then they are white. If someone is nice then they are quiet. If Fiona is young and Fiona is white then Fiona is nice. If someone is white and rough then they are smart. All white people are round. If someone is smart then they are young. If someone is quiet then they are smart. If Gary is young and Gary is white then Gary is nice.,Gary is young.,True,OWA,train,5,AttNoneg-OWA-D5-90,5,7,8,3,5,proof,[(((((((triple5) -> rule1) triple5) -> rule4)) -> rule6))]
463616,63557,6,3025,"Charlie is big. Charlie is round. Charlie is young. Dave is not rough. Erin is round. Erin is young. Gary is young. If someone is rough then they are young. If someone is kind then they are young. Kind people are quiet. If someone is rough then they are kind. Young, big people are cold. If someone is young then they are big. All big, cold people are rough. If Charlie is not young then Charlie is quiet.",Erin is rough.,True,OWA,train,5,AttNeg-OWA-D5-498,5,7,8,3,7,proof,[(((((triple6) -> rule6) ((triple6 ((triple6) -> rule6)) -> rule5)) -> rule7))]
304980,4957,6,350,The cow is cold. The lion is red. The lion is not rough. The lion needs the squirrel. The lion sees the squirrel. The squirrel is cold. The squirrel needs the lion. If someone eats the lion and they do not see the cow then the lion sees the squirrel. If someone is big and rough then they need the cow. If someone eats the cow and the cow is big then they see the squirrel. If someone is nice then they eat the cow. If someone is cold then they eat the cow. If someone is cold and they see the cow then they are nice. If someone is rough then they need the squirrel. If someone eats the cow then they are rough.,The cow needs the squirrel.,True,OWA,train,3,RelNeg-OWA-D3-12,3,7,8,3,4,proof,[(((((((triple1) -> rule5)) -> rule8)) -> rule7))]
453594,53535,6,2545,Charlie is round. Erin is quiet. Erin is red. Erin is rough. Fiona is nice. Fiona is round. Gary is round. All nice people are red. Quiet people are red. If Gary is young then Gary is round. If someone is red and young then they are rough. If someone is rough then they are not furry. All round people are nice. If Gary is nice and Gary is quiet then Gary is young. Red people are young.,Fiona is rough.,True,OWA,train,5,AttNeg-OWA-D5-212,5,7,8,3,6,proof,[(((((triple5) -> rule1) ((((triple5) -> rule1)) -> rule8)) -> rule4) OR ((((((triple6) -> rule6)) -> rule1) ((((triple5) -> rule1)) -> rule8)) -> rule4) OR ((((triple5) -> rule1) ((((((triple6) -> rule6)) -> rule1)) -> rule8)) -> rule4) OR ((((((triple6) -> rule6)) -> rule1) ((((((triple6) -> rule6)) -> rule1)) -> rule8)) -> rule4))]
417426,17367,6,829,"Charlie is blue. Charlie is quiet. Charlie is rough. Dave is rough. Erin is red. Harry is quiet. Harry is red. All red people are round. Kind people are rough. All quiet, blue people are kind. Blue people are kind. Round, red people are blue. If Erin is blue and Erin is rough then Erin is quiet. All smart people are blue. Quiet, smart people are red.",Harry is kind.,True,OWA,train,5,AttNoneg-OWA-D5-675,5,7,8,3,5,proof,[(((((((triple7) -> rule1) triple7) -> rule5)) -> rule4) OR ((triple6 ((((triple7) -> rule1) triple7) -> rule5)) -> rule3))]
451086,51027,6,2428,"Charlie is blue. Dave is blue. Dave is red. Dave is not smart. Erin is red. Erin is rough. Gary is rough. Rough things are blue. If something is red and young then it is round. If something is rough and blue then it is young. Round, blue things are rough. All round things are smart. If something is blue and not smart then it is kind. All smart things are kind. If something is young and not rough then it is kind.",Erin is round.,True,OWA,train,5,AttNeg-OWA-D5-13,5,7,8,3,6,proof,[(((triple5 ((triple6 ((triple6) -> rule1)) -> rule3)) -> rule2))]
482774,12905,6,611,"Bob is green. Bob is red. Charlie is green. Charlie is red. Gary is big. Gary is kind. Harry is rough. If Harry is red then Harry is rough. All green people are round. Round, furry people are big. All kind people are green. All rough people are kind. Round, kind people are furry. If Harry is red then Harry is big. Rough, round people are kind.",Gary is furry.,True,OWA,test,5,AttNoneg-OWA-D5-1305,5,7,8,3,5,proof,[(((((((triple6) -> rule4)) -> rule2) triple6) -> rule6))]
320506,20483,6,1420,The lion is blue. The lion is round. The lion likes the rabbit. The lion sees the rabbit. The rabbit does not like the lion. The rabbit sees the lion. The rabbit visits the lion. If someone likes the rabbit and the rabbit visits the lion then they see the rabbit. If someone is blue then they see the rabbit. If someone is big then they like the lion. If someone sees the lion then the lion is big. If someone is kind then they are blue. If someone is round and they see the rabbit then they visit the lion. If someone visits the lion then they are kind. If someone sees the rabbit then the rabbit sees the lion.,The rabbit sees the rabbit.,True,OWA,train,3,RelNeg-OWA-D3-1314,3,7,8,3,4,proof,[(((((((triple7) -> rule7)) -> rule5)) -> rule2))]
494088,4189,6,198,"Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.",Harry is white.,True,OWA,dev,5,AttNeg-OWA-D5-959,5,7,8,3,7,proof,[(((((triple6 ((triple6) -> rule8)) -> rule7) ((triple6) -> rule6)) -> rule4) OR ((((triple6 ((triple6) -> rule8)) -> rule7) ((((triple7) -> rule2)) -> rule6)) -> rule4) OR ((((((triple7) -> rule2) ((triple6) -> rule8)) -> rule7) ((triple6) -> rule6)) -> rule4) OR ((((((triple7) -> rule2) ((triple6) -> rule8)) -> rule7) ((((triple7) -> rule2)) -> rule6)) -> rule4) OR ((((triple6 ((((triple7) -> rule2)) -> rule8)) -> rule7) ((triple6) -> rule6)) -> rule4) OR ((((triple6 ((((triple7) -> rule2)) -> rule8)) -> rule7) ((((triple7) -> rule2)) -> rule6)) -> rule4) OR ((((((triple7) -> rule2) ((((triple7) -> rule2)) -> rule8)) -> rule7) ((triple6) -> rule6)) -> rule4) OR ((((((triple7) -> rule2) ((((triple7) -> rule2)) -> rule8)) -> rule7) ((((triple7) -> rule2)) -> rule6)) -> rule4))]
300904,881,6,62,The bear is cold. The bear visits the dog. The dog is blue. The dog is rough. The dog visits the mouse. The mouse is big. The mouse visits the dog. If someone likes the mouse then they see the mouse. If someone visits the bear then they see the mouse. If someone visits the dog then they see the bear. If the dog likes the mouse and the mouse sees the bear then the dog sees the mouse. If someone sees the mouse and they like the dog then they visit the bear. If someone sees the bear and the bear visits the dog then they like the mouse. If someone sees the mouse and they are cold then they visit the mouse. If someone likes the dog then they like the bear.,The mouse sees the mouse.,True,OWA,train,3,RelNoneg-OWA-D3-1266,4,7,8,3,5,proof,[(((((((triple7) -> rule3) triple2) -> rule6)) -> rule1))]
328012,27989,6,1945,The bald eagle likes the squirrel. The bald eagle sees the squirrel. The bald eagle visits the squirrel. The squirrel is green. The squirrel is round. The squirrel sees the bald eagle. The squirrel visits the bald eagle. If someone visits the bald eagle and the bald eagle is green then they like the squirrel. If the squirrel is nice and the squirrel is round then the squirrel visits the bald eagle. If someone visits the squirrel then the squirrel likes the bald eagle. If someone visits the squirrel and the squirrel likes the bald eagle then they see the bald eagle. If someone likes the bald eagle then they are nice. If someone is nice then they like the squirrel. If someone sees the squirrel and the squirrel likes the bald eagle then the squirrel visits the bald eagle. If someone is red then they see the bald eagle.,The squirrel likes the squirrel.,True,OWA,train,3,RelNoneg-OWA-D3-30,3,7,8,3,4,proof,[(((((((triple3) -> rule3)) -> rule5)) -> rule6))]
461552,61493,6,2925,"Anne is red. Bob is nice. Gary is cold. Gary is nice. Harry is big. Harry is nice. Harry is quiet. If something is big and quiet then it is red. All white things are quiet. All red, white things are nice. Cold things are white. If something is nice then it is cold. If something is quiet then it is nice. White, furry things are nice. If something is quiet then it is big.",Gary is big.,True,OWA,train,5,AttNoneg-OWA-D5-701,5,7,8,3,4,proof,[(((((((triple3) -> rule4)) -> rule2)) -> rule8) OR ((((((((triple4) -> rule5)) -> rule4)) -> rule2)) -> rule8))]
345620,45597,6,3166,The bear is rough. The bear is young. The bear likes the mouse. The cat likes the tiger. The mouse chases the bear. The tiger eats the bear. The tiger likes the cat. If something is rough then it likes the tiger. If something is kind then it is round. If the bear likes the tiger then the tiger is rough. If something eats the bear then the bear eats the mouse. If something likes the cat then the cat chases the mouse. If the tiger is rough then the tiger likes the bear. If something is kind then it is rough. If something likes the tiger and the tiger chases the mouse then the mouse chases the tiger.,The tiger likes the bear.,True,OWA,train,3,RelNoneg-OWA-D3-1336,3,7,8,3,4,proof,[(((((((triple1) -> rule1)) -> rule3)) -> rule6))]
354184,54161,6,3760,"Charlie is red. Erin is not furry. Erin is quiet. Erin is rough. Erin is round. Erin is white. Harry is rough. If something is round then it is red. All red, round things are white. If something is red then it is white. All white things are round. If Erin is rough and Erin is round then Erin is quiet. All red, round things are rough. If something is red and not white then it is blue. If something is blue and not round then it is not furry.",Charlie is rough.,True,OWA,train,3,AttNeg-OWA-D3-469,3,7,8,3,5,proof,[(((triple1 ((((triple1) -> rule3)) -> rule4)) -> rule6))]
328310,28287,6,1966,"Erin is big. Erin is furry. Erin is red. Erin is rough. Harry is big. Harry is rough. Harry is young. If Harry is rough and Harry is red then Harry is blue. If someone is big and young then they are red. If Harry is blue then Harry is nice. All big, nice people are young. Nice people are blue. All red, nice people are big. If someone is nice then they are blue. Furry people are blue.",Harry is nice.,True,OWA,train,3,AttNoneg-OWA-D3-1235,3,7,8,3,6,proof,[(((((triple6 ((triple5 triple7) -> rule2)) -> rule1)) -> rule3))]
323780,23757,6,1648,The bald eagle needs the lion. The bald eagle needs the mouse. The cat is red. The lion chases the cat. The lion is red. The mouse is nice. The mouse visits the lion. If someone visits the cat then the cat chases the mouse. If someone visits the cat and they visit the bald eagle then they chase the mouse. If someone needs the lion then the lion visits the cat. If someone visits the mouse then the mouse chases the lion. If the cat chases the mouse then the cat visits the bald eagle. If someone chases the cat then they are cold. If someone chases the cat and the cat is cold then the cat visits the lion. If the mouse chases the bald eagle and the mouse visits the bald eagle then the mouse needs the bald eagle.,The cat visits the bald eagle.,True,OWA,train,3,RelNoneg-OWA-D3-1419,3,7,8,3,4,proof,[(((((((triple1) -> rule3)) -> rule1)) -> rule5))]
490526,627,6,30,The bald eagle chases the cow. The bald eagle is not kind. The bald eagle is round. The bear chases the tiger. The cow is red. The cow is round. The tiger sees the cow. If someone is young and they see the bald eagle then they see the bear. If someone chases the bear then the bear is young. If someone chases the tiger then they are rough. If someone chases the tiger then the tiger eats the bear. If the tiger is round and the tiger is kind then the tiger chases the bear. If someone is young then they see the bald eagle. If someone chases the cow then they chase the bear. If someone sees the bear then the bear chases the cow.,The bear sees the bald eagle.,True,OWA,dev,5,RelNeg-OWA-D5-242,6,7,8,3,4,proof,[(((((((triple1) -> rule7)) -> rule2)) -> rule6))]
