,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
138358,38359,2,4959,"Anne is furry. Anne is quiet. Dave is furry. Erin is red. Harry is furry. Harry is green. Harry is round. If someone is quiet then they are green. If someone is red then they are quiet. If Harry is round and Harry is red then Harry is green. If someone is young then they are quiet. Quiet, green people are young. If Erin is quiet and Erin is red then Erin is green. All green, young people are quiet. If Erin is red then Erin is kind.",Erin is kind.,True,OWA,train,1,AttNoneg-OWA-D1-202,3,7,8,1,2,proof,[(((triple4) -> rule8))]
456228,56169,2,2670,The cow is not big. The cow is nice. The cow visits the mouse. The mouse is nice. The squirrel sees the mouse. The tiger is rough. The tiger sees the cow. If something is green then it visits the tiger. If the tiger sees the cow and the cow needs the mouse then the mouse does not need the tiger. If something sees the mouse then it is round. If something sees the mouse then it is green. If something visits the tiger then the tiger sees the mouse. If something visits the mouse then the mouse is not rough. Green things are nice. If something visits the tiger and it is not green then the tiger is not round.,The squirrel is round.,True,OWA,train,5,RelNeg-OWA-D5-746,5,7,8,1,2,proof,[(((triple5) -> rule3))]
431654,31595,2,1508,"Anne is rough. Anne is round. Bob is white. Gary is blue. Gary is cold. Gary is green. Harry is green. Blue, cold people are rough. If someone is blue then they are cold. If someone is white and young then they are cold. White, round people are blue. All rough people are not young. All young, rough people are not green. If someone is white then they are round. Young, blue people are white.",Bob is round.,True,OWA,train,5,AttNeg-OWA-D5-1197,5,7,8,1,2,proof,[(((triple3) -> rule7))]
257198,57185,2,5160,Anne is blue. Anne is green. Charlie is big. Charlie is blue. Charlie is nice. Charlie is not quiet. Gary is green. All round things are not quiet. All big things are not quiet. If Gary is not green then Gary is round. Green things are big. If something is nice and not smart then it is not big. All big things are nice. If Anne is smart and Anne is green then Anne is not nice. If Anne is not big then Anne is not blue.,Anne is big.,True,OWA,train,2,AttNeg-OWA-D2-1240,2,7,8,1,2,proof,[(((triple2) -> rule4))]
466816,66757,2,3178,"Anne is blue. Anne is green. Anne is not nice. Charlie is cold. Erin is cold. Fiona is furry. Fiona is smart. All smart things are green. If Fiona is not green then Fiona is not blue. If something is cold and red then it is blue. Nice, red things are cold. Red, furry things are nice. If something is furry and green then it is red. If something is nice then it is furry. If something is red and not green then it is furry.",Fiona is green.,True,OWA,train,5,AttNeg-OWA-D5-317,5,7,8,1,2,proof,[(((triple7) -> rule1))]
345252,45229,2,3141,The bear chases the squirrel. The bear sees the squirrel. The lion is blue. The mouse likes the bear. The mouse sees the lion. The squirrel chases the bear. The squirrel is big. If something chases the mouse then the mouse is rough. If something likes the mouse then the mouse is rough. If something sees the squirrel then it likes the mouse. If something chases the squirrel and it chases the mouse then it likes the mouse. If something is big then it sees the squirrel. If something is red then it sees the bear. Cold things are blue. If something likes the mouse and it chases the bear then the mouse likes the lion.,The squirrel sees the squirrel.,True,OWA,train,3,RelNeg-OWA-D3-1000,3,7,8,1,2,proof,[(((triple7) -> rule5))]
364824,64801,2,4498,"Bob is smart. Dave is quiet. Dave is smart. Harry is blue. Harry is kind. Harry is quiet. Harry is smart. All furry people are nice. Quiet people are kind. If Bob is smart then Bob is quiet. All kind people are not furry. All kind people are quiet. Furry, nice people are quiet. If someone is kind and smart then they are white. If someone is nice and not furry then they are white.",Bob is quiet.,True,OWA,train,3,AttNeg-OWA-D3-931,3,7,8,1,2,proof,[(((triple1) -> rule3))]
339056,39033,2,2711,"Anne is furry. Anne is nice. Anne is young. Dave is furry. Dave is green. Dave is red. Dave is young. All big, red people are smart. If someone is nice then they are big. All nice people are furry. All big people are furry. If Dave is red then Dave is big. If someone is red and smart then they are nice. If Anne is furry and Anne is young then Anne is green. If someone is smart then they are furry.",Dave is big.,True,OWA,train,3,AttNoneg-OWA-D3-1414,3,7,8,1,2,proof,[(((triple6) -> rule5))]
286294,16205,2,1469,The bear chases the cow. The bear visits the cow. The cow chases the bear. The cow is blue. The cow is not red. The cow is round. The cow likes the bear. If the cow visits the bear and the cow is young then the cow is round. If something visits the cow and it chases the bear then the bear is blue. If something chases the cow and it visits the bear then it likes the cow. If something likes the bear then it likes the cow. All young things are not blue. If the cow is blue and the cow visits the bear then the cow chases the bear. If the bear likes the cow and the bear chases the cow then the bear is young. If something chases the cow then it chases the bear.,The cow likes the cow.,True,OWA,test,2,RelNeg-OWA-D2-149,2,7,8,1,2,proof,[(((triple7) -> rule4))]
336794,36771,2,2555,"Charlie is blue. Charlie is quiet. Charlie is red. Gary is big. Gary is blue. Gary is white. Gary is young. All quiet people are kind. All kind, quiet people are young. All blue people are red. Red, young people are big. If someone is white then they are blue. All young, white people are blue. If Charlie is kind then Charlie is quiet. Big people are kind.",Charlie is kind.,True,OWA,train,3,AttNoneg-OWA-D3-1548,3,7,8,1,2,proof,[(((triple2) -> rule1))]
192402,2577,2,333,The cat chases the lion. The cat is young. The cat likes the lion. The cow likes the cat. The lion is big. The lion is green. The lion is young. If something is rough and it chases the lion then it is nice. If something needs the lion then it likes the cow. If something is big and green then it chases the cow. If something chases the cat and it needs the lion then the lion chases the cow. If the cat chases the cow and the cow needs the cat then the cow is nice. If something likes the cow and it chases the lion then the cow chases the cat. If something chases the cat and the cat is big then it is rough. If the cat is big then the cat likes the lion.,The lion chases the cow.,True,OWA,dev,1,RelNoneg-OWA-D1-2078,1,7,8,1,3,proof,[(((triple5 triple6) -> rule3))]
429226,29167,2,1392,"Anne is round. Anne is not young. Fiona is green. Fiona is not round. Gary is white. Harry is kind. Harry is round. If someone is big then they are green. All big, red people are green. All green, red people are big. If someone is kind then they are red. If someone is green then they are kind. If someone is big then they are not young. If someone is green and not big then they are young. If someone is kind and not young then they are white.",Fiona is kind.,True,OWA,train,5,AttNeg-OWA-D5-922,5,7,8,1,2,proof,[(((triple3) -> rule5))]
292412,2483,2,225,The bear is not blue. The bear likes the lion. The bear needs the cow. The cow likes the bear. The cow likes the lion. The lion is not kind. The lion likes the cow. If something is young and it needs the cow then the cow is young. If something needs the lion and it is big then the lion is not young. If something likes the cow and the cow likes the lion then the lion chases the bear. If something chases the cow and the cow is not kind then the cow chases the bear. If the cow chases the bear and the cow chases the lion then the cow is round. If something chases the bear then the bear chases the cow. If the lion is not young then the lion does not chase the cow. If something chases the bear then the bear chases the lion.,The lion chases the bear.,True,OWA,dev,2,RelNeg-OWA-D2-497,2,7,8,1,3,proof,[(((triple7 triple5) -> rule3))]
364808,64785,2,4497,"Charlie is blue. Charlie is not kind. Charlie is smart. Charlie is not young. Erin is round. Erin is young. Harry is kind. If someone is quiet then they are green. All quiet, kind people are green. If someone is blue and not round then they are green. Blue, green people are kind. Smart people are blue. If someone is green then they are blue. If Erin is young then Erin is green. If someone is green and not round then they are not quiet.",Erin is green.,True,OWA,train,3,AttNeg-OWA-D3-137,3,7,8,1,2,proof,[(((triple6) -> rule7))]
303102,3079,2,218,The bald eagle chases the lion. The bald eagle eats the lion. The bald eagle is kind. The bald eagle sees the lion. The lion chases the bald eagle. The lion is kind. The lion sees the bald eagle. If something sees the lion then the lion chases the bald eagle. If something eats the lion and the lion eats the bald eagle then it chases the lion. If the bald eagle chases the lion then the bald eagle is kind. If something sees the lion then the lion eats the bald eagle. If the bald eagle sees the lion then the bald eagle chases the lion. Red things are nice. If something eats the bald eagle then it eats the lion. If the lion sees the bald eagle and the bald eagle chases the lion then the bald eagle sees the lion.,The lion eats the bald eagle.,True,OWA,train,3,RelNoneg-OWA-D3-167,3,7,8,1,2,proof,[(((triple4) -> rule4) OR ((((triple7 triple1) -> rule8)) -> rule4))]
207732,7719,2,696,The cat is big. The cat needs the dog. The cat visits the dog. The dog is rough. The dog likes the cat. The dog needs the cat. The dog visits the cat. If someone likes the dog then they do not visit the cat. If someone needs the cat and the cat is not rough then they do not like the cat. If someone likes the cat then the cat needs the dog. If someone visits the dog then they like the dog. If someone likes the cat and the cat does not visit the dog then they are blue. If someone needs the dog then the dog is cold. If someone needs the dog and they visit the cat then they are not cold. If the cat does not need the dog then the dog is not young.,The dog is cold.,True,OWA,train,2,RelNeg-OWA-D2-1995,2,7,8,1,2,proof,[(((triple2) -> rule6) OR ((((triple5) -> rule3)) -> rule6))]
338222,38199,2,2653,"Bob is green. Bob is quiet. Bob is white. Fiona is green. Gary is kind. Gary is quiet. Harry is kind. All red people are green. Red people are quiet. All big, rough people are green. Green people are red. If Gary is quiet and Gary is green then Gary is big. If Gary is quiet and Gary is big then Gary is rough. If someone is quiet then they are red. Big, green people are kind.",Gary is red.,True,OWA,train,3,AttNoneg-OWA-D3-675,4,7,8,1,2,proof,[(((triple6) -> rule7))]
158530,58531,2,7568,"Bob is young. Erin is cold. Erin is furry. Erin is young. Gary is furry. Gary is white. Harry is young. Red, white people are smart. All young people are furry. If Gary is red then Gary is quiet. If Gary is red then Gary is quiet. If Gary is furry then Gary is red. Furry people are cold. If someone is furry then they are cold. If Harry is red and Harry is white then Harry is quiet.",Harry is furry.,True,OWA,train,1,AttNoneg-OWA-D1-1982,2,7,8,1,2,proof,[(((triple7) -> rule2))]
397768,8011,2,556,The bald eagle is rough. The bald eagle needs the bear. The bald eagle sees the bear. The bear does not chase the bald eagle. The bear is not green. The bear is round. The bear needs the bald eagle. If someone sees the bear then they need the bald eagle. If someone chases the bear then they are not rough. If someone is green then they are not blue. If someone sees the bald eagle and they are rough then the bald eagle does not see the bear. If someone chases the bald eagle and they are red then the bald eagle does not see the bear. If someone sees the bear and the bear chases the bald eagle then the bald eagle sees the bear. If someone is rough and they need the bald eagle then the bald eagle is green. If someone is red then they see the bald eagle.,The bald eagle needs the bald eagle.,True,OWA,dev,3,RelNeg-OWA-D3-434,3,7,8,1,2,proof,[(((triple3) -> rule1))]
273874,3785,2,339,The cow eats the lion. The cow is red. The lion visits the tiger. The mouse visits the cow. The tiger chases the lion. The tiger chases the mouse. The tiger eats the mouse. If something is kind and it visits the tiger then it eats the cow. If something eats the cow then the cow chases the lion. If something chases the tiger and it is big then it is kind. If something visits the cow and it chases the mouse then the cow is cold. If something chases the mouse then it visits the cow. If something visits the cow then the cow eats the lion. If something is young then it eats the tiger. If something visits the mouse then it visits the tiger.,The tiger visits the cow.,True,OWA,test,2,RelNoneg-OWA-D2-2060,2,7,8,1,2,proof,[(((triple6) -> rule5))]
134146,34147,2,4413,The bear chases the cat. The bear sees the tiger. The cat eats the bear. The cat eats the tiger. The tiger chases the cat. The tiger eats the bear. The tiger sees the bear. Round things are big. If something sees the tiger and the tiger is nice then the tiger eats the cat. If something chases the bear then the bear sees the cat. If the cat eats the bear and the bear sees the tiger then the cat chases the bear. If something is young and nice then it eats the cat. If the tiger is young then the tiger eats the bear. If something chases the tiger then the tiger chases the bear. If something eats the bear then it eats the tiger.,The tiger eats the tiger.,True,OWA,train,1,RelNoneg-OWA-D1-1370,2,7,8,1,2,proof,[(((triple6) -> rule8))]
300602,579,2,40,"Charlie is quiet. Dave is cold. Dave is furry. Dave is quiet. Dave is rough. Erin is white. Gary is furry. Furry people are quiet. Quiet, cold people are furry. If someone is rough then they are big. If someone is quiet then they are cold. If someone is furry and white then they are rough. All rough, big people are quiet. All white people are rough. Blue people are cold.",Charlie is cold.,True,OWA,train,3,AttNoneg-OWA-D3-1397,5,7,8,1,2,proof,[(((triple1) -> rule4))]
211556,11543,2,1040,The lion chases the rabbit. The lion is kind. The lion is young. The lion visits the rabbit. The rabbit chases the lion. The rabbit eats the lion. The rabbit visits the lion. If the lion is not kind then the lion is cold. If someone eats the rabbit then they do not chase the lion. If someone is cold then they visit the lion. If the rabbit is not young and the rabbit does not visit the lion then the rabbit chases the lion. If the rabbit eats the lion and the rabbit does not visit the lion then the lion is red. If someone eats the lion then they are not red. If someone is cold and red then they do not eat the lion. If someone chases the rabbit then they eat the lion.,The lion eats the lion.,True,OWA,train,2,RelNeg-OWA-D2-106,2,7,8,1,2,proof,[(((triple1) -> rule8))]
484074,14205,2,673,"Bob is white. Fiona is cold. Fiona is rough. Gary is big. Gary is rough. Gary is white. Harry is nice. If something is white and cold then it is blue. If Bob is nice then Bob is furry. All big, cold things are blue. If Fiona is furry then Fiona is white. Big things are cold. If Bob is blue and Bob is nice then Bob is cold. All blue, cold things are nice. All white things are big.",Gary is cold.,True,OWA,test,5,AttNoneg-OWA-D5-199,5,7,8,1,2,proof,[(((triple4) -> rule5) OR ((((triple6) -> rule8)) -> rule5))]
283660,13571,2,1229,"Charlie is green. Erin is quiet. Erin is white. Fiona is cold. Fiona is green. Fiona is white. Gary is green. If Erin is quiet and Erin is cold then Erin is green. Young, red people are big. If someone is big and cold then they are young. Green people are red. All red, green people are big. If someone is young and quiet then they are cold. Quiet people are cold. All big, quiet people are white.",Erin is cold.,True,OWA,test,2,AttNoneg-OWA-D2-1300,5,7,8,1,2,proof,[(((triple2) -> rule7))]
446370,46311,2,2202,The bear visits the cat. The bear visits the rabbit. The cat is rough. The cow likes the cat. The rabbit is cold. The rabbit does not like the bear. The rabbit likes the cow. If someone likes the cow then they are nice. If someone is cold and nice then they chase the rabbit. If someone likes the cat and they chase the bear then the bear chases the cow. If the bear likes the rabbit and the rabbit visits the cat then the bear chases the cat. If someone is cold and they chase the bear then the bear chases the rabbit. If someone visits the cat then they chase the cat. If someone chases the cat then they are rough. If someone chases the rabbit then they visit the cat.,The rabbit is nice.,True,OWA,train,5,RelNeg-OWA-D5-327,5,7,8,1,2,proof,[(((triple7) -> rule1))]
335702,35679,2,2478,The bald eagle is cold. The bald eagle likes the cat. The cat is cold. The cat is green. The cat is round. The cat likes the bald eagle. The cat visits the bald eagle. If someone is round then they visit the cat. If someone sees the bald eagle and they like the cat then they like the bald eagle. If someone visits the bald eagle and the bald eagle sees the cat then the bald eagle visits the cat. If someone visits the cat and they like the cat then they visit the bald eagle. If someone is kind and they like the cat then the cat is round. If someone visits the bald eagle then the bald eagle sees the cat. If the cat is round and the cat likes the bald eagle then the bald eagle sees the cat. If someone visits the bald eagle then they like the cat.,The cat likes the cat.,True,OWA,train,3,RelNoneg-OWA-D3-555,3,7,8,1,2,proof,[(((triple7) -> rule8))]
357972,57949,2,4023,The cow eats the tiger. The cow is rough. The cow likes the tiger. The squirrel visits the cow. The tiger is big. The tiger visits the cow. The tiger visits the squirrel. If something eats the tiger then it is young. All young things are cold. If something likes the squirrel then it is cold. If something is young and it visits the tiger then it is big. If something visits the cow then it is big. If the tiger visits the cow and the cow is young then the cow is big. If something visits the cow then it eats the tiger. If the squirrel likes the tiger and the squirrel eats the tiger then the squirrel eats the cow.,The squirrel eats the tiger.,True,OWA,train,3,RelNoneg-OWA-D3-269,3,7,8,1,2,proof,[(((triple4) -> rule7))]
443308,43249,2,2057,The bear is blue. The bear is green. The bear is nice. The lion sees the bear. The rabbit likes the lion. The tiger is nice. The tiger needs the rabbit. If someone needs the rabbit then they like the rabbit. If someone is blue and rough then they need the bear. If someone needs the rabbit and the rabbit needs the bear then the bear is young. If the tiger needs the lion and the lion is green then the tiger likes the lion. If someone is nice then they need the rabbit. If someone likes the rabbit then they need the lion. If someone needs the lion and they like the rabbit then they are rough. If someone sees the tiger and they see the bear then they see the rabbit.,The bear needs the rabbit.,True,OWA,train,5,RelNoneg-OWA-D5-772,5,7,8,1,2,proof,[(((triple3) -> rule5))]
330546,30523,2,2121,"Bob is big. Bob is furry. Bob is nice. Fiona is quiet. Fiona is rough. Harry is not big. Harry is nice. If someone is big and not nice then they are furry. Big, kind people are red. If Bob is big and Bob is kind then Bob is furry. If someone is red and kind then they are rough. All quiet, nice people are not rough. Furry people are kind. All furry, nice people are kind. If Harry is big and Harry is rough then Harry is not quiet.",Bob is kind.,True,OWA,train,3,AttNeg-OWA-D3-6,3,7,8,1,2,proof,[(((triple2) -> rule6) OR ((triple2 triple3) -> rule7))]
389086,19675,2,1358,Bob is blue. Bob is cold. Bob is furry. Bob is kind. Bob is red. Bob is rough. Fiona is kind. If Fiona is cold then Fiona is furry. If Fiona is rough and Fiona is red then Fiona is kind. All cold people are red. If someone is rough and kind then they are furry. Kind people are rough. If Fiona is kind and Fiona is rough then Fiona is furry. If someone is furry then they are cold. All cold people are kind.,Fiona is rough.,True,OWA,test,3,AttNoneg-OWA-D3-1493,4,7,8,1,2,proof,[(((triple7) -> rule5))]
391998,2241,2,156,Anne is green. Anne is red. Dave is green. Dave is nice. Erin is green. Harry is nice. Harry is round. All furry things are round. If something is quiet and red then it is round. If something is green and red then it is round. Round things are red. All furry things are quiet. All green things are red. If something is round then it is quiet. If Dave is red then Dave is green.,Harry is quiet.,True,OWA,dev,3,AttNoneg-OWA-D3-210,3,7,8,1,2,proof,[(((triple7) -> rule7))]
160109,60110,3,7774,The bald eagle eats the dog. The bald eagle sees the bear. The bald eagle sees the dog. The bear does not visit the dog. The dog is not kind. The dog is nice. The dog sees the bear. If something sees the bear then the bear does not visit the dog. If something eats the bear and it eats the dog then the bear does not see the dog. If something sees the bear then it visits the dog. If something visits the bear and it eats the dog then it is not blue. If something visits the bear then it is big. If something sees the dog and the dog visits the bald eagle then the bald eagle is red. If something eats the dog then it is not red. If something is big and it does not visit the dog then it is not nice.,The bald eagle is red.,False,OWA,train,1,RelNeg-OWA-D1-1655,1,7,8,1,2,inv-proof,[(((triple1) -> rule7))]
399939,10182,3,710,The bald eagle is blue. The bear eats the rabbit. The bear is blue. The bear is nice. The mouse does not visit the rabbit. The rabbit chases the mouse. The rabbit is blue. If someone eats the bald eagle then the bald eagle visits the rabbit. If someone is blue and they do not eat the mouse then the mouse visits the bald eagle. If someone chases the mouse and the mouse is kind then the mouse does not visit the bald eagle. If someone eats the rabbit and they chase the mouse then they are not cold. If the mouse does not eat the bear then the mouse chases the bear. If someone is cold then they visit the mouse. If the rabbit is blue then the rabbit eats the bald eagle. If someone visits the rabbit then the rabbit is not cold.,The rabbit does not eat the bald eagle.,False,OWA,dev,3,RelNeg-OWA-D3-586,3,7,8,1,2,inv-proof,[(((triple7) -> rule7))]
